origin,destination,route_id,route_label,route_distance_km,avg_speed_kmh,traffic_level,estimated_time_min,estimated_energy_kWh,driving_style,vehicle_model,weather,is_optimal
Anuradhapura,Jaffna,Anuradhapura_Jaffna_B,B,53,43,medium,77,8.565,Normal,Leaf,cloudy,0
Anuradhapura,Jaffna,Anuradhapura_Jaffna_C,C,45,44,high,73,6.674,Eco,Leaf,light_rain,1
Colombo,Kurunegala,Colombo_Kurunegala_A,A,94,50,medium,118,15.228,Normal,Model 3,heavy_rain,0
Colombo,Kurunegala,Colombo_Kurunegala_B,B,73,29,low,151,13.534,Normal,ZS EV,light_rain,1
Colombo,Kurunegala,Colombo_Kurunegala_C,C,94,45,high,150,17.089,Normal,ZS EV,cloudy,0
Ratnapura,Kandy,Ratnapura_Kandy_A,A,103,54,low,114,17.65,Eco,Atto 3,monsoon,0
Ratnapura,Kandy,Ratnapura_Kandy_B,B,91,63,high,104,13.759,Eco,Model 3,monsoon,1
Ratnapura,Kandy,Ratnapura_Kandy_C,C,119,45,medium,166,22.658,Normal,Atto 3,monsoon,0
Anuradhapura,Matara,Anuradhapura_Matara_A,A,50,53,high,67,9.72,Normal,ZS EV,heavy_rain,0
Anuradhapura,Matara,Anuradhapura_Matara_B,B,43,34,high,91,7.74,Normal,ZS EV,sunny,0
Anuradhapura,Matara,Anuradhapura_Matara_C,C,40,31,high,92,7.344,Normal,Atto 3,heavy_rain,1
Batticaloa,Colombo,Batticaloa_Colombo_A,A,26,59,high,31,4.659,Normal,Leaf,monsoon,1
Batticaloa,Colombo,Batticaloa_Colombo_B,B,35,55,high,45,5.191,Eco,Leaf,light_rain,0
Batticaloa,Colombo,Batticaloa_Colombo_C,C,34,56,low,36,8.115,Aggressive,Atto 3,heavy_rain,0
Ratnapura,Galle,Ratnapura_Galle_A,A,55,58,low,56,10.472,Normal,Atto 3,monsoon,0
Ratnapura,Galle,Ratnapura_Galle_B,B,48,40,medium,75,6.912,Eco,Leaf,sunny,1
Ratnapura,Galle,Ratnapura_Galle_C,C,55,59,low,55,12.355,Aggressive,Leaf,heavy_rain,0
Batticaloa,Kurunegala,Batticaloa_Kurunegala_A,A,39,45,medium,54,6.24,Normal,Leaf,sunny,1
Batticaloa,Kurunegala,Batticaloa_Kurunegala_B,B,53,81,low,39,10.685,Normal,ZS EV,monsoon,0
Batticaloa,Kurunegala,Batticaloa_Kurunegala_C,C,40,45,medium,56,7.616,Normal,Atto 3,monsoon,0
Batticaloa,Galle,Batticaloa_Galle_A,A,107,53,medium,127,16.862,Eco,Atto 3,light_rain,1
Batticaloa,Galle,Batticaloa_Galle_B,B,106,31,high,246,20.877,Aggressive,Model 3,cloudy,0
Batticaloa,Galle,Batticaloa_Galle_C,C,114,35,high,234,22.162,Normal,ZS EV,heavy_rain,0
Galle,Trincomalee,Galle_Trincomalee_A,A,108,47,low,137,28.305,Aggressive,ZS EV,monsoon,0
Galle,Trincomalee,Galle_Trincomalee_B,B,85,57,medium,93,12.75,Normal,Model 3,sunny,1
Galle,Trincomalee,Galle_Trincomalee_C,C,112,55,medium,128,17.136,Eco,Atto 3,sunny,0
Anuradhapura,Trincomalee,Anuradhapura_Trincomalee_A,A,25,54,medium,29,3.6,Eco,Leaf,sunny,1
Anuradhapura,Trincomalee,Anuradhapura_Trincomalee_B,B,23,22,low,62,4.471,Normal,ZS EV,heavy_rain,0
Anuradhapura,Trincomalee,Anuradhapura_Trincomalee_C,C,30,41,high,52,5.712,Normal,Atto 3,monsoon,0
Matara,Trincomalee,Matara_Trincomalee_A,A,117,48,low,146,17.901,Eco,Atto 3,sunny,0
Matara,Trincomalee,Matara_Trincomalee_B,B,90,47,high,137,17.496,Normal,ZS EV,heavy_rain,1
Matara,Trincomalee,Matara_Trincomalee_C,C,112,49,medium,144,19.04,Normal,Atto 3,sunny,0
Anuradhapura,Jaffna,Anuradhapura_Jaffna_A,A,54,43,low,75,8.181,Normal,Model 3,cloudy,0
Anuradhapura,Jaffna,Anuradhapura_Jaffna_B,B,41,51,high,57,7.97,Normal,ZS EV,heavy_rain,0
Anuradhapura,Jaffna,Anuradhapura_Jaffna_C,C,43,52,low,49,7.383,Normal,Atto 3,cloudy,1
Jaffna,Trincomalee,Jaffna_Trincomalee_A,A,39,55,medium,44,6.63,Normal,Atto 3,sunny,0
Jaffna,Trincomalee,Jaffna_Trincomalee_B,B,34,43,low,47,5.673,Eco,ZS EV,light_rain,1
Jaffna,Trincomalee,Jaffna_Trincomalee_C,C,45,27,high,120,7.88,Normal,Atto 3,light_rain,0
Kandy,Matara,Kandy_Matara_A,A,24,24,medium,63,3.888,Normal,Model 3,heavy_rain,0
Kandy,Matara,Kandy_Matara_B,B,24,63,medium,23,3.636,Normal,Model 3,cloudy,0
Kandy,Matara,Kandy_Matara_C,C,18,52,low,20,3.499,Normal,ZS EV,heavy_rain,1
Jaffna,Trincomalee,Jaffna_Trincomalee_A,A,66,70,low,56,10.692,Normal,Model 3,heavy_rain,0
Jaffna,Trincomalee,Jaffna_Trincomalee_B,B,74,55,high,96,12.58,Normal,Atto 3,sunny,0
Jaffna,Trincomalee,Jaffna_Trincomalee_C,C,60,48,medium,78,9.696,Normal,Leaf,cloudy,1
Jaffna,Colombo,Jaffna_Colombo_A,A,25,64,medium,24,4.5,Normal,ZS EV,sunny,0
Jaffna,Colombo,Jaffna_Colombo_B,B,22,58,medium,23,3.849,Eco,ZS EV,heavy_rain,1
Jaffna,Colombo,Jaffna_Colombo_C,C,26,35,high,53,6.571,Aggressive,ZS EV,heavy_rain,0
Matara,Jaffna,Matara_Jaffna_A,A,32,51,high,45,7.563,Aggressive,ZS EV,cloudy,0
Matara,Jaffna,Matara_Jaffna_B,B,25,39,low,38,4.293,Normal,Atto 3,cloudy,1
Matara,Jaffna,Matara_Jaffna_C,C,33,52,medium,39,4.455,Eco,Model 3,sunny,0
Kandy,Kurunegala,Kandy_Kurunegala_A,A,92,46,low,120,21.743,Aggressive,ZS EV,cloudy,0
Kandy,Kurunegala,Kandy_Kurunegala_B,B,66,30,high,158,10.401,Eco,Atto 3,light_rain,1
Kandy,Kurunegala,Kandy_Kurunegala_C,C,90,38,medium,149,15.3,Normal,Atto 3,sunny,0
Kurunegala,Matara,Kurunegala_Matara_A,A,96,24,low,240,14.4,Normal,Model 3,sunny,0
Kurunegala,Matara,Kurunegala_Matara_B,B,89,20,low,267,13.753,Eco,Atto 3,cloudy,0
Kurunegala,Matara,Kurunegala_Matara_C,C,86,60,low,86,13.553,Eco,Atto 3,light_rain,1
Batticaloa,Ratnapura,Batticaloa_Ratnapura_A,A,86,47,high,131,15.79,Normal,Atto 3,heavy_rain,1
Batticaloa,Ratnapura,Batticaloa_Ratnapura_B,B,94,48,low,117,17.898,Normal,Atto 3,monsoon,0
Batticaloa,Ratnapura,Batticaloa_Ratnapura_C,C,83,59,medium,88,20.976,Aggressive,ZS EV,heavy_rain,0
Galle,Ratnapura,Galle_Ratnapura_A,A,23,53,low,26,5.693,Aggressive,Atto 3,monsoon,0
Galle,Ratnapura,Galle_Ratnapura_B,B,23,59,medium,24,3.801,Eco,Atto 3,heavy_rain,1
Galle,Ratnapura,Galle_Ratnapura_C,C,32,64,low,30,4.848,Normal,Model 3,cloudy,0
Kandy,Galle,Kandy_Galle_A,A,110,55,high,144,19.8,Normal,ZS EV,sunny,0
Kandy,Galle,Kandy_Galle_B,B,113,48,medium,148,19.364,Eco,Atto 3,monsoon,0
Kandy,Galle,Kandy_Galle_C,C,121,54,low,134,18.698,Eco,Atto 3,cloudy,1
Jaffna,Trincomalee,Jaffna_Trincomalee_A,A,140,61,low,137,23.52,Normal,Model 3,monsoon,0
Jaffna,Trincomalee,Jaffna_Trincomalee_B,B,110,35,high,226,16.665,Normal,Model 3,cloudy,1
Jaffna,Trincomalee,Jaffna_Trincomalee_C,C,139,38,medium,230,19.328,Eco,Model 3,light_rain,0
Kandy,Jaffna,Kandy_Jaffna_A,A,89,62,medium,90,14.382,Normal,Leaf,cloudy,0
Kandy,Jaffna,Kandy_Jaffna_B,B,71,76,high,67,13.802,Normal,ZS EV,heavy_rain,0
Kandy,Jaffna,Kandy_Jaffna_C,C,63,48,medium,82,9.45,Normal,Model 3,sunny,1
Kurunegala,Batticaloa,Kurunegala_Batticaloa_A,A,99,42,high,169,15.296,Normal,Model 3,light_rain,1
Kurunegala,Batticaloa,Kurunegala_Batticaloa_B,B,98,54,high,130,18.659,Normal,Atto 3,monsoon,0
Kurunegala,Batticaloa,Kurunegala_Batticaloa_C,C,101,51,medium,124,16.968,Normal,Model 3,monsoon,0
Matara,Batticaloa,Matara_Batticaloa_A,A,85,45,low,113,13.133,Normal,Model 3,light_rain,1
Matara,Batticaloa,Matara_Batticaloa_B,B,95,36,high,190,17.271,Normal,ZS EV,cloudy,0
Matara,Batticaloa,Matara_Batticaloa_C,C,82,38,medium,135,13.514,Normal,Leaf,light_rain,0
Jaffna,Batticaloa,Jaffna_Batticaloa_A,A,22,72,medium,19,3.696,Normal,Model 3,monsoon,0
Jaffna,Batticaloa,Jaffna_Batticaloa_B,B,19,43,low,26,3.694,Normal,ZS EV,heavy_rain,0
Jaffna,Batticaloa,Jaffna_Batticaloa_C,C,20,66,medium,19,3.2,Normal,Leaf,sunny,1
Batticaloa,Anuradhapura,Batticaloa_Anuradhapura_A,A,77,65,low,71,11.642,Eco,Model 3,monsoon,0
Batticaloa,Anuradhapura,Batticaloa_Anuradhapura_B,B,79,24,medium,207,17.983,Aggressive,Atto 3,light_rain,0
Batticaloa,Anuradhapura,Batticaloa_Anuradhapura_C,C,58,52,low,66,9.373,Normal,Leaf,cloudy,1
Jaffna,Anuradhapura,Jaffna_Anuradhapura_A,A,64,63,low,60,9.216,Eco,Leaf,sunny,1
Jaffna,Anuradhapura,Jaffna_Anuradhapura_B,B,72,68,medium,66,12.96,Normal,ZS EV,sunny,0
Jaffna,Anuradhapura,Jaffna_Anuradhapura_C,C,80,60,medium,84,16.64,Aggressive,Leaf,sunny,0
Anuradhapura,Kurunegala,Anuradhapura_Kurunegala_A,A,54,20,high,194,9.331,Normal,Leaf,heavy_rain,0
Anuradhapura,Kurunegala,Anuradhapura_Kurunegala_B,B,49,36,low,81,8.467,Normal,Leaf,heavy_rain,0
Anuradhapura,Kurunegala,Anuradhapura_Kurunegala_C,C,44,30,medium,92,6.6,Normal,Model 3,sunny,1
Kurunegala,Anuradhapura,Kurunegala_Anuradhapura_A,A,73,60,low,73,12.782,Normal,Atto 3,light_rain,0
Kurunegala,Anuradhapura,Kurunegala_Anuradhapura_B,B,77,59,low,78,11.896,Normal,Model 3,light_rain,1
Kurunegala,Anuradhapura,Kurunegala_Anuradhapura_C,C,95,35,medium,171,17.613,Normal,ZS EV,light_rain,0
Matara,Kandy,Matara_Kandy_A,A,69,23,medium,189,13.414,Normal,ZS EV,heavy_rain,1
Matara,Kandy,Matara_Kandy_B,B,76,28,medium,171,15.265,Aggressive,Model 3,light_rain,0
Matara,Kandy,Matara_Kandy_C,C,77,71,medium,68,16.496,Aggressive,Leaf,light_rain,0
Galle,Batticaloa,Galle_Batticaloa_A,A,107,47,medium,143,16.862,Eco,Atto 3,light_rain,1
Galle,Batticaloa,Galle_Batticaloa_B,B,136,55,low,148,22.848,Normal,Model 3,monsoon,0
Galle,Batticaloa,Galle_Batticaloa_C,C,104,38,low,164,19.802,Normal,Atto 3,monsoon,0
Kandy,Anuradhapura,Kandy_Anuradhapura_A,A,136,51,high,192,21.012,Normal,Model 3,light_rain,0
Kandy,Anuradhapura,Kandy_Anuradhapura_B,B,115,51,medium,142,18.952,Normal,Leaf,light_rain,1
Kandy,Anuradhapura,Kandy_Anuradhapura_C,C,114,46,high,178,19.699,Normal,Leaf,heavy_rain,0
Batticaloa,Matara,Batticaloa_Matara_A,A,53,35,high,109,9.28,Normal,Atto 3,light_rain,0
Batticaloa,Matara,Batticaloa_Matara_B,B,53,34,high,112,9.616,Eco,ZS EV,monsoon,0
Batticaloa,Matara,Batticaloa_Matara_C,C,41,38,high,77,7.173,Eco,ZS EV,heavy_rain,1
Trincomalee,Ratnapura,Trincomalee_Ratnapura_A,A,40,51,low,47,7.2,Normal,ZS EV,sunny,1
Trincomalee,Ratnapura,Trincomalee_Ratnapura_B,B,54,58,high,67,9.817,Normal,ZS EV,cloudy,0
Trincomalee,Ratnapura,Trincomalee_Ratnapura_C,C,54,60,low,54,8.64,Normal,Leaf,sunny,0
Colombo,Trincomalee,Colombo_Trincomalee_A,A,23,57,low,24,3.763,Eco,ZS EV,cloudy,0
Colombo,Trincomalee,Colombo_Trincomalee_B,B,29,50,medium,36,5.324,Normal,Atto 3,heavy_rain,0
Colombo,Trincomalee,Colombo_Trincomalee_C,C,22,60,medium,23,3.52,Normal,Leaf,sunny,1
Trincomalee,Batticaloa,Trincomalee_Batticaloa_A,A,101,44,medium,144,19.892,Aggressive,Model 3,cloudy,0
Trincomalee,Batticaloa,Trincomalee_Batticaloa_B,B,105,45,low,140,17.35,Eco,Atto 3,heavy_rain,0
Trincomalee,Batticaloa,Trincomalee_Batticaloa_C,C,105,55,high,137,15.908,Normal,Model 3,cloudy,1
Galle,Trincomalee,Galle_Trincomalee_A,A,56,59,high,68,7.636,Eco,Model 3,cloudy,1
Galle,Trincomalee,Galle_Trincomalee_B,B,54,44,high,88,8.748,Normal,Model 3,heavy_rain,0
Galle,Trincomalee,Galle_Trincomalee_C,C,60,55,low,65,9.817,Eco,ZS EV,cloudy,0
Anuradhapura,Jaffna,Anuradhapura_Jaffna_A,A,84,64,low,78,14.515,Normal,Leaf,heavy_rain,1
Anuradhapura,Jaffna,Anuradhapura_Jaffna_B,B,98,33,low,178,16.66,Normal,Atto 3,sunny,0
Anuradhapura,Jaffna,Anuradhapura_Jaffna_C,C,82,37,high,159,19.572,Aggressive,Atto 3,heavy_rain,0
Anuradhapura,Kandy,Anuradhapura_Kandy_A,A,28,43,high,46,4.234,Eco,Model 3,monsoon,0
Anuradhapura,Kandy,Anuradhapura_Kandy_B,B,23,65,medium,22,4.181,Normal,ZS EV,cloudy,0
Anuradhapura,Kandy,Anuradhapura_Kandy_C,C,22,56,high,28,3.555,Normal,Leaf,cloudy,1
Colombo,Matara,Colombo_Matara_A,A,83,40,high,149,13.28,Normal,Leaf,sunny,0
Colombo,Matara,Colombo_Matara_B,B,73,55,low,79,16.399,Aggressive,Leaf,heavy_rain,0
Colombo,Matara,Colombo_Matara_C,C,67,60,medium,70,11.39,Normal,Atto 3,sunny,1
Galle,Ratnapura,Galle_Ratnapura_A,A,55,42,medium,82,8.888,Normal,Leaf,cloudy,0
Galle,Ratnapura,Galle_Ratnapura_B,B,50,42,high,85,8.262,Eco,Atto 3,heavy_rain,0
Galle,Ratnapura,Galle_Ratnapura_C,C,48,34,low,84,6.48,Eco,Model 3,sunny,1
Trincomalee,Galle,Trincomalee_Galle_A,A,63,60,low,63,10.817,Normal,Atto 3,cloudy,1
Trincomalee,Galle,Trincomalee_Galle_B,B,77,70,low,66,14.276,Normal,ZS EV,light_rain,0
Trincomalee,Galle,Trincomalee_Galle_C,C,82,32,high,184,15.203,Normal,ZS EV,light_rain,0
Matara,Anuradhapura,Matara_Anuradhapura_A,A,92,62,high,106,14.214,Normal,Model 3,light_rain,1
Matara,Anuradhapura,Matara_Anuradhapura_B,B,121,46,medium,165,27.181,Aggressive,Leaf,heavy_rain,0
Matara,Anuradhapura,Matara_Anuradhapura_C,C,85,30,medium,178,14.28,Normal,Model 3,monsoon,0
Kandy,Kurunegala,Kandy_Kurunegala_A,A,36,56,low,38,6.304,Normal,Atto 3,light_rain,0
Kandy,Kurunegala,Kandy_Kurunegala_B,B,43,77,medium,35,8.187,Normal,Atto 3,monsoon,0
Kandy,Kurunegala,Kandy_Kurunegala_C,C,36,48,high,54,6.181,Normal,Atto 3,cloudy,1
Kurunegala,Galle,Kurunegala_Galle_A,A,41,60,medium,43,6.626,Normal,Leaf,cloudy,0
Kurunegala,Galle,Kurunegala_Galle_B,B,35,62,high,40,6.048,Normal,Leaf,heavy_rain,1
Kurunegala,Galle,Kurunegala_Galle_C,C,46,40,medium,72,11.625,Aggressive,ZS EV,heavy_rain,0
Colombo,Matara,Colombo_Matara_A,A,98,37,low,158,14.288,Eco,Model 3,heavy_rain,1
Colombo,Matara,Colombo_Matara_B,B,118,43,low,164,19.116,Normal,Model 3,heavy_rain,0
Colombo,Matara,Colombo_Matara_C,C,122,58,medium,132,19.764,Normal,Model 3,heavy_rain,0
Trincomalee,Batticaloa,Trincomalee_Batticaloa_A,A,49,44,low,66,7.918,Normal,Leaf,cloudy,1
Trincomalee,Batticaloa,Trincomalee_Batticaloa_B,B,51,28,low,109,9.71,Normal,Atto 3,monsoon,0
Trincomalee,Batticaloa,Trincomalee_Batticaloa_C,C,52,40,low,78,8.034,Normal,Model 3,light_rain,0
Batticaloa,Galle,Batticaloa_Galle_A,A,73,60,low,73,15.184,Aggressive,Leaf,sunny,0
Batticaloa,Galle,Batticaloa_Galle_B,B,88,41,medium,135,17.741,Normal,ZS EV,monsoon,0
Batticaloa,Galle,Batticaloa_Galle_C,C,71,53,medium,84,10.97,Normal,Model 3,light_rain,1
Galle,Ratnapura,Galle_Ratnapura_A,A,144,52,low,166,19.634,Eco,Model 3,cloudy,1
Galle,Ratnapura,Galle_Ratnapura_B,B,124,61,medium,128,29.596,Aggressive,Atto 3,heavy_rain,0
Galle,Ratnapura,Galle_Ratnapura_C,C,139,30,medium,291,24.019,Normal,Leaf,heavy_rain,0
Batticaloa,Galle,Batticaloa_Galle_A,A,47,79,low,35,8.422,Normal,Leaf,monsoon,0
Batticaloa,Galle,Batticaloa_Galle_B,B,48,53,medium,57,8.813,Normal,Atto 3,heavy_rain,0
Batticaloa,Galle,Batticaloa_Galle_C,C,42,46,high,65,6.532,Eco,Leaf,heavy_rain,1
Kandy,Kurunegala,Kandy_Kurunegala_A,A,87,52,low,100,17.474,Aggressive,Model 3,light_rain,1
Kandy,Kurunegala,Kandy_Kurunegala_B,B,103,46,high,161,18.725,Normal,ZS EV,cloudy,0
Kandy,Kurunegala,Kandy_Kurunegala_C,C,94,63,high,107,22.436,Aggressive,Atto 3,heavy_rain,0
Trincomalee,Batticaloa,Trincomalee_Batticaloa_A,A,40,45,medium,56,7.168,Normal,Leaf,monsoon,0
Trincomalee,Batticaloa,Trincomalee_Batticaloa_B,B,43,55,medium,49,7.523,Eco,ZS EV,heavy_rain,0
Trincomalee,Batticaloa,Trincomalee_Batticaloa_C,C,39,32,medium,76,6.444,Eco,Atto 3,heavy_rain,1
Trincomalee,Colombo,Trincomalee_Colombo_A,A,49,61,low,48,7.423,Normal,Model 3,cloudy,1
Trincomalee,Colombo,Trincomalee_Colombo_B,B,54,53,high,73,9.914,Normal,Atto 3,heavy_rain,0
Trincomalee,Colombo,Trincomalee_Colombo_C,C,51,56,low,54,9.71,Normal,Atto 3,monsoon,0
Trincomalee,Colombo,Trincomalee_Colombo_A,A,100,37,medium,170,15.0,Normal,Model 3,sunny,0
Trincomalee,Colombo,Trincomalee_Colombo_B,B,78,42,medium,117,12.051,Normal,Model 3,light_rain,1
Trincomalee,Colombo,Trincomalee_Colombo_C,C,84,52,high,116,12.217,Eco,Leaf,cloudy,0
Matara,Anuradhapura,Matara_Anuradhapura_A,A,55,43,low,76,7.425,Eco,Model 3,sunny,1
Matara,Anuradhapura,Matara_Anuradhapura_B,B,55,57,high,69,8.8,Normal,Leaf,sunny,0
Matara,Anuradhapura,Matara_Anuradhapura_C,C,55,45,medium,77,8.019,Eco,Model 3,heavy_rain,0
Anuradhapura,Kurunegala,Anuradhapura_Kurunegala_A,A,75,71,medium,66,11.59,Eco,Atto 3,cloudy,1
Anuradhapura,Kurunegala,Anuradhapura_Kurunegala_B,B,103,53,low,116,20.765,Normal,ZS EV,monsoon,0
Anuradhapura,Kurunegala,Anuradhapura_Kurunegala_C,C,94,67,high,101,15.491,Normal,Leaf,light_rain,0
Matara,Anuradhapura,Matara_Anuradhapura_A,A,67,44,low,91,10.251,Eco,Atto 3,sunny,1
Matara,Anuradhapura,Matara_Anuradhapura_B,B,64,71,high,64,15.126,Aggressive,ZS EV,cloudy,0
Matara,Anuradhapura,Matara_Anuradhapura_C,C,88,37,medium,149,17.741,Normal,ZS EV,monsoon,0
Kandy,Anuradhapura,Kandy_Anuradhapura_A,A,24,50,low,28,3.888,Eco,ZS EV,sunny,1
Kandy,Anuradhapura,Kandy_Anuradhapura_B,B,32,53,medium,38,6.656,Aggressive,Leaf,sunny,0
Kandy,Anuradhapura,Kandy_Anuradhapura_C,C,28,37,medium,47,4.838,Normal,Leaf,heavy_rain,0
Kandy,Galle,Kandy_Galle_A,A,85,65,medium,82,20.487,Aggressive,ZS EV,light_rain,0
Kandy,Galle,Kandy_Galle_B,B,92,62,high,106,14.904,Eco,ZS EV,sunny,0
Kandy,Galle,Kandy_Galle_C,C,94,43,low,131,14.526,Eco,Atto 3,cloudy,1
Anuradhapura,Kurunegala,Anuradhapura_Kurunegala_A,A,102,61,medium,105,16.689,Eco,ZS EV,cloudy,1
Anuradhapura,Kurunegala,Anuradhapura_Kurunegala_B,B,102,45,medium,142,17.136,Normal,Model 3,monsoon,0
Anuradhapura,Kurunegala,Anuradhapura_Kurunegala_C,C,111,40,low,166,17.149,Normal,Model 3,light_rain,0
Colombo,Kurunegala,Colombo_Kurunegala_A,A,35,33,high,76,6.489,Normal,ZS EV,light_rain,0
Colombo,Kurunegala,Colombo_Kurunegala_B,B,39,47,medium,52,7.231,Normal,ZS EV,light_rain,0
Colombo,Kurunegala,Colombo_Kurunegala_C,C,33,54,medium,38,6.415,Normal,ZS EV,heavy_rain,1
Batticaloa,Kurunegala,Batticaloa_Kurunegala_A,A,42,55,high,54,6.804,Normal,Model 3,heavy_rain,0
Batticaloa,Kurunegala,Batticaloa_Kurunegala_B,B,40,39,medium,64,6.854,Eco,Atto 3,monsoon,0
Batticaloa,Kurunegala,Batticaloa_Kurunegala_C,C,44,54,low,48,6.798,Normal,Model 3,light_rain,1
Batticaloa,Matara,Batticaloa_Matara_A,A,94,59,low,95,15.98,Normal,Atto 3,sunny,1
Batticaloa,Matara,Batticaloa_Matara_B,B,118,39,low,181,21.146,Normal,Leaf,monsoon,0
Batticaloa,Matara,Batticaloa_Matara_C,C,133,68,high,140,26.813,Normal,ZS EV,monsoon,0
Colombo,Matara,Colombo_Matara_A,A,103,52,low,118,18.458,Normal,Leaf,monsoon,0
Colombo,Matara,Colombo_Matara_B,B,109,32,low,204,16.84,Normal,Model 3,light_rain,1
Colombo,Matara,Colombo_Matara_C,C,105,61,high,123,18.144,Normal,Leaf,heavy_rain,0
Trincomalee,Kurunegala,Trincomalee_Kurunegala_A,A,21,40,medium,33,3.763,Normal,Leaf,monsoon,0
Trincomalee,Kurunegala,Trincomalee_Kurunegala_B,B,23,51,low,27,3.726,Normal,Model 3,heavy_rain,0
Trincomalee,Kurunegala,Trincomalee_Kurunegala_C,C,20,38,medium,33,3.4,Normal,Atto 3,sunny,1
Batticaloa,Colombo,Batticaloa_Colombo_A,A,27,50,medium,34,4.59,Normal,Atto 3,sunny,0
Batticaloa,Colombo,Batticaloa_Colombo_B,B,22,42,medium,33,3.168,Eco,Leaf,sunny,1
Batticaloa,Colombo,Batticaloa_Colombo_C,C,24,32,high,54,3.499,Eco,Model 3,heavy_rain,0
Kandy,Kurunegala,Kandy_Kurunegala_A,A,94,68,medium,87,16.459,Normal,Atto 3,light_rain,0
Kandy,Kurunegala,Kandy_Kurunegala_B,B,73,35,low,125,9.954,Eco,Model 3,cloudy,1
Kandy,Kurunegala,Kandy_Kurunegala_C,C,92,37,low,149,15.456,Normal,Model 3,monsoon,0
Colombo,Kandy,Colombo_Kandy_A,A,33,51,medium,40,5.438,Normal,Leaf,light_rain,0
Colombo,Kandy,Colombo_Kandy_B,B,30,59,low,30,5.1,Normal,Atto 3,sunny,0
Colombo,Kandy,Colombo_Kandy_C,C,30,50,medium,37,4.86,Eco,ZS EV,sunny,1
Trincomalee,Kurunegala,Trincomalee_Kurunegala_A,A,95,42,medium,142,14.535,Eco,Atto 3,sunny,1
Trincomalee,Kurunegala,Trincomalee_Kurunegala_B,B,98,35,medium,176,24.257,Aggressive,Atto 3,monsoon,0
Trincomalee,Kurunegala,Trincomalee_Kurunegala_C,C,110,48,low,137,18.355,Eco,ZS EV,light_rain,0
Galle,Ratnapura,Galle_Ratnapura_A,A,30,57,low,31,4.944,Normal,Leaf,light_rain,0
Galle,Ratnapura,Galle_Ratnapura_B,B,21,41,medium,32,4.586,Aggressive,Model 3,monsoon,0
Galle,Ratnapura,Galle_Ratnapura_C,C,30,58,low,31,4.59,Eco,Atto 3,sunny,1
Anuradhapura,Matara,Anuradhapura_Matara_A,A,129,55,low,140,23.917,Normal,ZS EV,light_rain,1
Anuradhapura,Matara,Anuradhapura_Matara_B,B,124,36,medium,217,23.61,Normal,Atto 3,monsoon,0
Anuradhapura,Matara,Anuradhapura_Matara_C,C,139,62,high,161,24.339,Normal,Atto 3,light_rain,0
Batticaloa,Galle,Batticaloa_Galle_A,A,79,53,high,107,14.157,Normal,Leaf,monsoon,0
Batticaloa,Galle,Batticaloa_Galle_B,B,75,42,medium,112,13.77,Normal,Atto 3,heavy_rain,0
Batticaloa,Galle,Batticaloa_Galle_C,C,55,43,medium,80,8.667,Eco,Atto 3,light_rain,1
Kandy,Batticaloa,Kandy_Batticaloa_A,A,82,55,high,107,14.17,Normal,Leaf,heavy_rain,0
Kandy,Batticaloa,Kandy_Batticaloa_B,B,80,42,medium,120,14.688,Normal,Atto 3,heavy_rain,0
Kandy,Batticaloa,Kandy_Batticaloa_C,C,68,64,high,76,11.75,Normal,Leaf,heavy_rain,1
Galle,Ratnapura,Galle_Ratnapura_A,A,104,31,high,241,16.64,Normal,Leaf,sunny,1
Galle,Ratnapura,Galle_Ratnapura_B,B,108,35,low,185,21.773,Normal,ZS EV,monsoon,0
Galle,Ratnapura,Galle_Ratnapura_C,C,123,29,high,305,24.797,Normal,ZS EV,monsoon,0
Kandy,Trincomalee,Kandy_Trincomalee_A,A,100,63,medium,99,15.552,Eco,Leaf,heavy_rain,1
Kandy,Trincomalee,Kandy_Trincomalee_B,B,137,63,medium,136,25.153,Normal,Atto 3,heavy_rain,0
Kandy,Trincomalee,Kandy_Trincomalee_C,C,101,37,medium,171,16.16,Normal,Leaf,sunny,0
Colombo,Ratnapura,Colombo_Ratnapura_A,A,26,48,high,39,4.018,Eco,Atto 3,cloudy,0
Colombo,Ratnapura,Colombo_Ratnapura_B,B,27,51,low,31,4.05,Normal,Model 3,sunny,1
Colombo,Ratnapura,Colombo_Ratnapura_C,C,32,20,medium,100,5.875,Normal,Atto 3,heavy_rain,0
Jaffna,Batticaloa,Jaffna_Batticaloa_A,A,38,62,low,36,7.661,Normal,ZS EV,monsoon,0
Jaffna,Batticaloa,Jaffna_Batticaloa_B,B,36,34,low,63,6.998,Normal,ZS EV,heavy_rain,1
Jaffna,Batticaloa,Jaffna_Batticaloa_C,C,42,58,low,43,7.258,Normal,Leaf,heavy_rain,0
Kandy,Ratnapura,Kandy_Ratnapura_A,A,41,54,medium,47,7.806,Normal,Atto 3,monsoon,0
Kandy,Ratnapura,Kandy_Ratnapura_B,B,40,46,medium,54,6.8,Normal,Atto 3,sunny,1
Kandy,Ratnapura,Kandy_Ratnapura_C,C,51,42,high,87,7.564,Eco,Leaf,light_rain,0
Galle,Batticaloa,Galle_Batticaloa_A,A,39,31,high,90,6.739,Normal,Leaf,heavy_rain,0
Galle,Batticaloa,Galle_Batticaloa_B,B,34,58,high,42,4.945,Eco,Leaf,cloudy,1
