trip_id,vehicle_model,battery_capacity_kWh,battery_start_%,battery_start_kWh,eff_kWh_per_km,max_possible_km,predicted_remaining_km
TR000426,ZS EV,60,90.12,54.072,0.216,250.33,109.39
TR000427,Model 3,40,86.49,34.596,0.15,230.64,164.67
TR000428,Model 3,40,82.65,33.06,0.15,220.4,0.0
TR000429,ZS EV,75,63.31,47.483,0.216,219.83,68.23
TR000430,ZS EV,40,55.56,22.224,0.18,123.47,0.0
TR000431,Atto 3,60,48.5,29.1,0.204,142.65,0.0
TR000432,ZS EV,60,47.34,28.404,0.216,131.5,0.0
TR000433,Model 3,50,53.06,26.53,0.15,176.87,0.0
TR000434,Leaf,75,47.62,35.715,0.16,223.22,157.19
TR000435,Model 3,60,84.43,50.658,0.15,337.72,97.84
TR000436,Atto 3,40,87.1,34.84,0.1615,215.73,0.02
TR000437,Model 3,50,51.62,25.81,0.15,172.07,0.0
TR000438,Model 3,50,94.94,47.47,0.18,263.72,55.97
TR000439,Leaf,75,65.83,49.373,0.16,308.58,198.7
TR000440,Leaf,75,92.78,69.585,0.152,457.8,340.57
TR000441,Atto 3,50,72.16,36.08,0.1615,223.41,0.0
TR000442,Model 3,75,74.86,56.145,0.18,311.92,78.72
TR000443,ZS EV,60,72.46,43.476,0.18,241.53,0.0
TR000444,ZS EV,40,48.68,19.472,0.216,90.15,0.0
TR000445,ZS EV,50,47.75,23.875,0.171,139.62,0.0
TR000446,Model 3,60,70.01,42.006,0.1425,294.78,192.92
TR000447,Model 3,75,55.23,41.422,0.18,230.12,0.0
TR000448,Model 3,40,88.59,35.436,0.15,236.24,67.57
TR000449,Model 3,50,64.7,32.35,0.15,215.67,0.0
TR000450,Leaf,75,92.92,69.69,0.192,362.97,304.85
TR000451,Atto 3,50,78.51,39.255,0.17,230.91,171.66
TR000452,Model 3,50,50.03,25.015,0.15,166.77,94.97
TR000453,ZS EV,60,69.42,41.652,0.18,231.4,3.19
TR000454,Leaf,75,56.99,42.742,0.152,281.2,121.14
TR000455,Leaf,50,52.03,26.015,0.16,162.59,0.0
TR000456,Atto 3,40,64.67,25.868,0.17,152.16,0.0
TR000457,Model 3,50,55.53,27.765,0.15,185.1,46.17
TR000458,Model 3,50,72.53,36.265,0.18,201.47,44.36
TR000459,ZS EV,75,93.54,70.155,0.18,389.75,221.98
TR000460,ZS EV,75,77.07,57.802,0.171,338.03,300.99
TR000461,Leaf,60,91.8,55.08,0.16,344.25,200.1
TR000462,Model 3,50,95.98,47.99,0.15,319.93,87.05
TR000463,Model 3,60,90.61,54.366,0.18,302.03,130.35
TR000464,Model 3,75,51.28,38.46,0.18,213.67,150.94
TR000465,Atto 3,75,44.41,33.307,0.17,195.93,0.0
TR000466,Atto 3,60,81.58,48.948,0.17,287.93,31.29
TR000467,Atto 3,60,52.22,31.332,0.204,153.59,0.0
TR000468,Model 3,60,57.72,34.632,0.1425,243.03,109.36
TR000469,Atto 3,60,44.92,26.952,0.1615,166.89,0.0
TR000470,Leaf,75,46.11,34.583,0.16,216.14,38.32
TR000471,Model 3,50,69.33,34.665,0.15,231.1,0.0
TR000472,Leaf,50,94.08,47.04,0.16,294.0,74.58
TR000473,ZS EV,50,46.04,23.02,0.216,106.57,0.0
TR000474,ZS EV,60,44.21,26.526,0.216,122.81,0.0
TR000475,Atto 3,50,83.98,41.99,0.17,247.0,0.0
TR000476,Leaf,75,42.61,31.957,0.16,199.73,154.3
TR000477,Model 3,40,61.41,24.564,0.15,163.76,0.0
TR000478,Atto 3,60,77.2,46.32,0.17,272.47,197.96
TR000479,Leaf,50,78.12,39.06,0.16,244.12,179.85
TR000480,ZS EV,50,48.23,24.115,0.216,111.64,0.0
TR000481,Model 3,75,99.1,74.325,0.1425,521.58,230.17
TR000482,Leaf,75,74.34,55.755,0.16,348.47,239.08
TR000483,Leaf,75,74.3,55.725,0.16,348.28,240.82
TR000484,Leaf,50,91.08,45.54,0.152,299.61,111.65
TR000485,Atto 3,50,74.56,37.28,0.17,219.29,0.0
TR000486,Atto 3,75,85.78,64.335,0.17,378.44,41.41
TR000487,Leaf,60,42.57,25.542,0.16,159.64,0.0
TR000488,Model 3,60,54.46,32.676,0.15,217.84,70.75
TR000489,Model 3,60,62.38,37.428,0.18,207.93,21.09
TR000490,Atto 3,75,47.16,35.37,0.17,208.06,116.98
TR000491,ZS EV,50,82.61,41.305,0.18,229.47,155.24
TR000492,Atto 3,60,48.58,29.148,0.1615,180.48,111.34
TR000493,Model 3,40,68.52,27.408,0.1425,192.34,116.95
TR000494,ZS EV,75,61.5,46.125,0.18,256.25,0.0
TR000495,Leaf,75,53.75,40.312,0.152,265.21,48.63
TR000496,Model 3,75,48.4,36.3,0.15,242.0,197.63
TR000497,Leaf,60,93.64,56.184,0.192,292.62,153.64
TR000498,Model 3,40,84.29,33.716,0.1425,236.6,188.06
TR000499,Model 3,50,82.48,41.24,0.1425,289.4,250.77
TR000500,ZS EV,50,43.63,21.815,0.18,121.19,22.71
TR000501,Leaf,60,74.52,44.712,0.192,232.87,0.0
TR000502,ZS EV,75,95.13,71.347,0.18,396.38,248.11
TR000503,ZS EV,75,98.27,73.703,0.18,409.46,151.95
TR000504,Model 3,40,43.32,17.328,0.1425,121.6,0.0
TR000505,ZS EV,60,70.69,42.414,0.171,248.04,170.54
TR000506,Model 3,50,96.52,48.26,0.15,321.73,212.51
TR000507,Atto 3,50,42.43,21.215,0.1615,131.36,0.0
TR000508,Atto 3,60,90.71,54.426,0.1615,337.0,135.15
TR000509,Atto 3,40,82.63,33.052,0.17,194.42,0.0
TR000510,Model 3,40,99.99,39.996,0.15,266.64,234.8
TR000511,Leaf,75,58.12,43.59,0.16,272.44,0.0
TR000512,ZS EV,75,54.44,40.83,0.18,226.83,0.0
TR000513,Leaf,40,54.33,21.732,0.192,113.19,0.0
TR000514,Atto 3,40,68.92,27.568,0.17,162.16,114.29
TR000515,Atto 3,40,96.41,38.564,0.17,226.85,55.04
TR000516,Atto 3,40,84.78,33.912,0.17,199.48,35.89
TR000517,Leaf,40,52.23,20.892,0.16,130.57,0.0
TR000518,Model 3,60,88.82,53.292,0.15,355.28,127.83
TR000519,Leaf,75,87.36,65.52,0.16,409.5,325.74
TR000520,Atto 3,60,90.79,54.474,0.17,320.44,0.0
TR000521,Leaf,60,92.37,55.422,0.152,364.62,127.22
TR000522,Model 3,60,57.1,34.26,0.1425,240.42,67.47
TR000523,Atto 3,60,56.51,33.906,0.1615,209.94,113.65
TR000524,Atto 3,60,79.29,47.574,0.1615,294.58,234.13
TR000525,Leaf,50,95.04,47.52,0.192,247.5,58.67
TR000526,Atto 3,50,71.36,35.68,0.17,209.88,40.15
TR000527,Model 3,60,44.56,26.736,0.18,148.53,0.0
TR000528,Model 3,75,59.17,44.377,0.18,246.54,103.21
TR000529,Atto 3,40,63.91,25.564,0.17,150.38,98.92
TR000530,ZS EV,40,45.62,18.248,0.171,106.71,0.0
TR000531,Leaf,60,72.25,43.35,0.152,285.2,233.47
TR000532,ZS EV,60,49.03,29.418,0.18,163.43,75.34
TR000533,Leaf,75,91.75,68.812,0.192,358.4,219.57
TR000534,Model 3,50,48.67,24.335,0.1425,170.77,62.96
TR000535,Model 3,60,65.12,39.072,0.15,260.48,0.0
TR000536,Atto 3,60,60.29,36.174,0.204,177.32,0.0
TR000537,ZS EV,40,78.43,31.372,0.216,145.24,0.0
TR000538,Atto 3,60,40.51,24.306,0.1615,150.5,0.0
TR000539,Model 3,60,44.44,26.664,0.18,148.13,0.0
TR000540,ZS EV,40,97.92,39.168,0.18,217.6,0.0
TR000541,ZS EV,50,67.28,33.64,0.18,186.89,86.36
TR000542,Leaf,60,51.03,30.618,0.16,191.36,130.63
TR000543,Leaf,50,47.38,23.69,0.192,123.39,24.01
TR000544,Leaf,75,87.72,65.79,0.16,411.19,369.57
TR000545,ZS EV,40,64.22,25.688,0.171,150.22,0.0
TR000546,Model 3,50,57.95,28.975,0.18,160.97,0.38
TR000547,Atto 3,40,72.5,29.0,0.1615,179.57,0.0
TR000548,Model 3,60,73.58,44.148,0.15,294.32,160.01
TR000549,Model 3,75,75.12,56.34,0.15,375.6,246.25
TR000550,Leaf,50,44.41,22.205,0.152,146.09,30.86
TR000551,Model 3,40,68.11,27.244,0.15,181.63,121.97
TR000552,ZS EV,40,82.6,33.04,0.18,183.56,0.0
TR000553,ZS EV,75,53.48,40.11,0.18,222.83,168.31
TR000554,Model 3,75,94.1,70.575,0.15,470.5,434.87
TR000555,Model 3,50,75.63,37.815,0.15,252.1,188.21
TR000556,Leaf,75,77.95,58.462,0.16,365.39,301.56
TR000557,Model 3,50,43.27,21.635,0.15,144.23,0.0
TR000558,Atto 3,50,45.4,22.7,0.1615,140.56,0.0
TR000559,Leaf,60,47.97,28.782,0.152,189.36,0.0
TR000560,Leaf,60,50.67,30.402,0.16,190.01,0.0
TR000561,Atto 3,60,75.09,45.054,0.1615,278.97,112.85
TR000562,Leaf,60,71.01,42.606,0.16,266.29,200.76
TR000563,Leaf,40,89.31,35.724,0.152,235.03,92.91
TR000564,Atto 3,50,49.05,24.525,0.17,144.26,0.0
TR000565,ZS EV,40,92.21,36.884,0.18,204.91,97.53
TR000566,Model 3,40,92.63,37.052,0.15,247.01,173.59
TR000567,Model 3,40,77.16,30.864,0.18,171.47,106.33
TR000568,Model 3,40,40.09,16.036,0.15,106.91,0.0
TR000569,ZS EV,50,95.85,47.925,0.18,266.25,209.47
TR000570,Model 3,40,82.58,33.032,0.18,183.51,117.54
TR000571,Atto 3,75,91.63,68.722,0.1615,425.53,358.16
TR000572,Leaf,50,60.77,30.385,0.152,199.9,0.0
TR000573,Leaf,40,95.26,38.104,0.192,198.46,118.54
TR000574,Atto 3,50,45.82,22.91,0.204,112.3,0.0
TR000575,Atto 3,60,55.2,33.12,0.204,162.35,85.0
TR000576,Leaf,50,58.83,29.415,0.16,183.84,0.0
TR000577,Leaf,60,97.96,58.776,0.16,367.35,195.25
TR000578,ZS EV,50,89.7,44.85,0.171,262.28,197.82
TR000579,Model 3,50,76.97,38.485,0.18,213.81,12.26
TR000580,Leaf,60,57.71,34.626,0.16,216.41,0.0
TR000581,Model 3,60,58.7,35.22,0.18,195.67,27.64
TR000582,Atto 3,40,54.96,21.984,0.1615,136.12,0.0
TR000583,Leaf,50,91.3,45.65,0.16,285.31,114.45
TR000584,Leaf,60,45.05,27.03,0.152,177.83,33.12
TR000585,ZS EV,60,60.94,36.564,0.18,203.13,104.78
TR000586,Leaf,75,96.49,72.368,0.16,452.3,396.85
TR000587,Leaf,50,91.56,45.78,0.16,286.12,191.33
TR000588,Leaf,60,41.04,24.624,0.16,153.9,0.0
TR000589,Atto 3,75,78.36,58.77,0.17,345.71,119.09
TR000590,ZS EV,40,54.96,21.984,0.216,101.78,16.69
TR000591,ZS EV,75,86.8,65.1,0.171,380.7,191.18
TR000592,Model 3,75,55.19,41.392,0.15,275.95,2.5
TR000593,ZS EV,40,55.6,22.24,0.18,123.56,0.0
TR000594,Atto 3,75,90.01,67.507,0.17,397.1,228.4
TR000595,ZS EV,75,92.88,69.66,0.18,387.0,169.57
TR000596,Leaf,75,99.42,74.565,0.16,466.03,382.76
TR000597,Atto 3,50,83.53,41.765,0.17,245.68,0.0
TR000598,Atto 3,75,70.98,53.235,0.1615,329.63,152.19
TR000599,Model 3,40,92.82,37.128,0.18,206.27,90.7
TR000600,Atto 3,75,78.14,58.605,0.17,344.74,240.98
TR000601,Leaf,75,77.98,58.485,0.192,304.61,0.0
TR000602,ZS EV,75,62.81,47.108,0.18,261.71,226.69
TR000603,ZS EV,75,44.38,33.285,0.18,184.92,77.96
TR000604,ZS EV,50,66.7,33.35,0.171,195.03,96.99
TR000605,Model 3,75,45.45,34.087,0.15,227.25,3.64
TR000606,ZS EV,40,88.71,35.484,0.18,197.13,63.72
TR000607,ZS EV,40,79.06,31.624,0.18,175.69,34.57
TR000608,Model 3,40,86.26,34.504,0.15,230.03,154.85
TR000609,ZS EV,40,76.35,30.54,0.171,178.6,133.51
TR000610,Model 3,50,52.36,26.18,0.1425,183.72,0.0
TR000611,ZS EV,60,85.05,51.03,0.18,283.5,162.72
TR000612,Leaf,60,65.77,39.462,0.16,246.64,0.0
TR000613,Leaf,60,80.12,48.072,0.16,300.45,209.63
TR000614,Model 3,60,48.09,28.854,0.1425,202.48,43.91
TR000615,Leaf,50,79.71,39.855,0.16,249.09,175.92
TR000616,Leaf,40,96.19,38.476,0.192,200.4,16.82
TR000617,Atto 3,40,62.77,25.108,0.204,123.08,41.48
TR000618,ZS EV,60,60.64,36.384,0.18,202.13,108.96
TR000619,Atto 3,75,82.28,61.71,0.17,363.0,326.99
TR000620,Model 3,60,92.43,55.458,0.1425,389.18,228.96
TR000621,ZS EV,75,95.68,71.76,0.216,332.22,268.66
TR000622,ZS EV,40,56.09,22.436,0.18,124.64,79.78
TR000623,Leaf,40,68.06,27.224,0.16,170.15,103.81
TR000624,Leaf,40,86.36,34.544,0.16,215.9,0.0
TR000625,Model 3,75,61.99,46.492,0.1425,326.26,176.35
TR000626,Leaf,40,88.01,35.204,0.192,183.35,52.25
TR000627,Model 3,40,67.72,27.088,0.1425,190.09,33.06
TR000628,Leaf,40,78.89,31.556,0.16,197.22,0.0
TR000629,Atto 3,50,40.69,20.345,0.17,119.68,0.0
TR000630,ZS EV,60,74.8,44.88,0.216,207.78,128.68
TR000631,ZS EV,50,68.51,34.255,0.216,158.59,0.0
TR000632,Leaf,60,42.79,25.674,0.192,133.72,63.1
TR000633,ZS EV,50,43.13,21.565,0.216,99.84,62.22
TR000634,Atto 3,40,46.09,18.436,0.17,108.45,0.0
TR000635,Model 3,50,59.05,29.525,0.15,196.83,118.17
TR000636,Leaf,40,53.72,21.488,0.16,134.3,90.3
TR000637,ZS EV,40,78.87,31.548,0.18,175.27,20.52
TR000638,Atto 3,50,52.96,26.48,0.17,155.76,24.49
TR000639,ZS EV,40,61.39,24.556,0.18,136.42,62.84
TR000640,ZS EV,40,82.69,33.076,0.18,183.76,16.73
TR000641,Model 3,50,40.58,20.29,0.15,135.27,0.0
TR000642,Leaf,40,52.61,21.044,0.16,131.53,24.65
TR000643,Leaf,40,92.6,37.04,0.152,243.68,155.14
TR000644,Atto 3,50,95.58,47.79,0.17,281.12,128.57
TR000645,ZS EV,60,53.24,31.944,0.171,186.81,0.0
TR000646,ZS EV,75,96.24,72.18,0.18,401.0,321.56
TR000647,Leaf,50,96.22,48.11,0.16,300.69,240.26
TR000648,Atto 3,60,98.68,59.208,0.17,348.28,296.23
TR000649,ZS EV,75,51.66,38.745,0.171,226.58,155.77
TR000650,Leaf,40,79.96,31.984,0.192,166.58,79.48
TR000651,Leaf,40,81.68,32.672,0.16,204.2,33.68
TR000652,ZS EV,40,75.19,30.076,0.18,167.09,0.0
TR000653,ZS EV,75,55.47,41.602,0.171,243.29,0.0
TR000654,Model 3,60,46.79,28.074,0.15,187.16,13.59
TR000655,ZS EV,50,96.5,48.25,0.18,268.06,59.04
TR000656,Leaf,60,48.22,28.932,0.16,180.82,0.0
TR000657,ZS EV,60,63.45,38.07,0.18,211.5,0.0
TR000658,Model 3,60,87.08,52.248,0.18,290.27,186.67
TR000659,Model 3,75,74.62,55.965,0.15,373.1,185.71
TR000660,Leaf,40,82.11,32.844,0.152,216.08,33.14
TR000661,ZS EV,60,83.17,49.902,0.18,277.23,0.0
TR000662,Atto 3,60,44.1,26.46,0.204,129.71,0.0
TR000663,Model 3,75,74.73,56.047,0.15,373.65,223.39
TR000664,Model 3,40,75.93,30.372,0.1425,213.14,138.46
TR000665,Atto 3,40,56.9,22.76,0.1615,140.93,12.91
TR000666,ZS EV,75,50.62,37.965,0.18,210.92,74.34
TR000667,ZS EV,40,59.25,23.7,0.171,138.6,4.27
TR000668,Atto 3,75,43.01,32.258,0.17,189.75,56.21
TR000669,ZS EV,75,40.98,30.735,0.171,179.74,100.57
TR000670,Leaf,60,87.15,52.29,0.16,326.81,39.65
TR000671,Model 3,40,41.15,16.46,0.18,91.44,0.0
TR000672,Leaf,75,98.42,73.815,0.16,461.34,79.34
TR000673,Leaf,75,80.67,60.502,0.152,398.04,270.0
TR000674,ZS EV,75,94.21,70.657,0.216,327.12,248.03
TR000675,ZS EV,50,55.85,27.925,0.18,155.14,0.0
TR000676,Model 3,50,55.02,27.51,0.15,183.4,148.45
TR000677,ZS EV,50,79.03,39.515,0.18,219.53,16.59
TR000678,ZS EV,60,42.12,25.272,0.216,117.0,0.0
TR000679,Model 3,75,56.34,42.255,0.18,234.75,26.67
TR000680,Atto 3,50,62.38,31.19,0.204,152.89,86.56
TR000681,ZS EV,40,95.92,38.368,0.216,177.63,0.0
TR000682,Atto 3,60,86.16,51.696,0.17,304.09,148.22
TR000683,Leaf,75,42.02,31.515,0.16,196.97,118.09
TR000684,Atto 3,50,62.08,31.04,0.17,182.59,0.0
TR000685,Model 3,50,90.55,45.275,0.15,301.83,252.61
TR000686,Model 3,60,49.3,29.58,0.15,197.2,0.0
TR000687,ZS EV,75,83.4,62.55,0.171,365.79,99.13
TR000688,ZS EV,75,48.55,36.413,0.216,168.58,0.0
TR000689,Atto 3,60,90.25,54.15,0.1615,335.29,156.17
TR000690,Leaf,75,68.21,51.157,0.192,266.45,0.0
TR000691,Model 3,50,49.92,24.96,0.15,166.4,0.0
TR000692,ZS EV,40,48.41,19.364,0.18,107.58,0.0
TR000693,Atto 3,40,80.03,32.012,0.204,156.92,0.0
TR000694,ZS EV,50,67.26,33.63,0.18,186.83,20.19
TR000695,Leaf,40,50.68,20.272,0.16,126.7,0.0
TR000696,Model 3,40,68.35,27.34,0.18,151.89,0.0
TR000697,Atto 3,40,55.19,22.076,0.204,108.22,0.0
TR000698,Leaf,40,43.02,17.208,0.152,113.21,0.0
TR000699,Atto 3,75,41.45,31.087,0.204,152.39,14.03
TR000700,Model 3,75,55.11,41.333,0.15,275.55,13.38
TR000701,Leaf,40,81.71,32.684,0.192,170.23,0.0
TR000702,ZS EV,60,71.06,42.636,0.216,197.39,121.02
TR000703,Leaf,60,84.11,50.466,0.152,332.01,265.59
TR000704,ZS EV,75,64.81,48.608,0.18,270.04,205.74
TR000705,ZS EV,75,77.81,58.358,0.18,324.21,268.57
TR000706,Leaf,75,67.09,50.318,0.192,262.07,111.08
TR000707,Leaf,75,91.43,68.573,0.152,451.13,387.16
TR000708,Atto 3,60,52.2,31.32,0.17,184.24,106.25
TR000709,Leaf,60,71.16,42.696,0.192,222.37,101.77
TR000710,Leaf,50,54.76,27.38,0.192,142.6,26.56
TR000711,ZS EV,75,70.94,53.205,0.216,246.32,0.0
TR000712,Atto 3,40,56.1,22.44,0.1615,138.95,109.09
TR000713,Model 3,60,72.51,43.506,0.1425,305.31,245.85
TR000714,Model 3,40,78.75,31.5,0.1425,221.05,113.07
TR000715,Atto 3,75,87.54,65.655,0.17,386.21,200.91
TR000716,ZS EV,40,48.52,19.408,0.171,113.5,0.0
TR000717,ZS EV,60,43.04,25.824,0.18,143.47,0.0
TR000718,Leaf,75,60.0,45.0,0.152,296.05,187.07
TR000719,ZS EV,50,43.93,21.965,0.18,122.03,0.0
TR000720,Atto 3,75,76.93,57.698,0.1615,357.26,304.04
TR000721,ZS EV,50,40.94,20.47,0.18,113.72,0.0
TR000722,Leaf,75,64.97,48.727,0.192,253.79,0.0
TR000723,Atto 3,75,59.83,44.873,0.17,263.96,208.95
TR000724,Leaf,60,68.03,40.818,0.192,212.59,67.64
TR000725,Atto 3,60,74.79,44.874,0.17,263.96,108.69
TR000726,Atto 3,75,99.11,74.332,0.17,437.25,392.22
TR000727,Model 3,50,87.29,43.645,0.15,290.97,99.08
TR000728,Leaf,40,82.44,32.976,0.16,206.1,65.72
TR000729,ZS EV,60,89.59,53.754,0.18,298.63,91.91
TR000730,Atto 3,60,68.03,40.818,0.204,200.09,38.98
TR000731,Atto 3,40,70.17,28.068,0.17,165.11,0.0
TR000732,Atto 3,60,84.72,50.832,0.17,299.01,171.86
TR000733,Leaf,60,60.16,36.096,0.16,225.6,0.0
TR000734,Model 3,50,75.5,37.75,0.15,251.67,150.13
TR000735,Model 3,75,93.52,70.14,0.18,389.67,206.12
TR000736,Model 3,60,49.74,29.844,0.18,165.8,0.0
TR000737,Atto 3,60,70.56,42.336,0.17,249.04,100.11
TR000738,ZS EV,40,51.5,20.6,0.18,114.44,0.0
TR000739,ZS EV,75,59.8,44.85,0.18,249.17,186.13
TR000740,Atto 3,75,44.9,33.675,0.17,198.09,146.97
TR000741,Model 3,50,85.79,42.895,0.15,285.97,238.25
TR000742,Atto 3,75,68.61,51.458,0.17,302.69,164.38
TR000743,Leaf,50,76.46,38.23,0.16,238.94,0.0
TR000744,Leaf,40,95.29,38.116,0.16,238.23,0.0
TR000745,ZS EV,50,51.78,25.89,0.171,151.4,0.0
TR000746,ZS EV,60,40.99,24.594,0.18,136.63,87.16
TR000747,ZS EV,40,99.17,39.668,0.216,183.65,104.87
TR000748,ZS EV,40,58.73,23.492,0.216,108.76,61.71
TR000749,ZS EV,40,90.19,36.076,0.18,200.42,139.09
TR000750,ZS EV,60,46.46,27.876,0.18,154.87,87.66
TR000751,Model 3,60,95.53,57.318,0.18,318.43,136.58
TR000752,ZS EV,50,94.32,47.16,0.18,262.0,144.34
TR000753,Atto 3,75,79.16,59.37,0.17,349.24,68.41
TR000754,Atto 3,75,56.85,42.638,0.17,250.81,114.76
TR000755,ZS EV,60,52.97,31.782,0.18,176.57,54.8
TR000756,Atto 3,75,94.94,71.205,0.17,418.85,274.91
TR000757,ZS EV,60,71.19,42.714,0.216,197.75,74.33
TR000758,Leaf,60,62.17,37.302,0.16,233.14,70.72
TR000759,ZS EV,60,86.02,51.612,0.18,286.73,33.46
TR000760,Atto 3,40,87.1,34.84,0.204,170.78,97.84
TR000761,Model 3,50,50.76,25.38,0.18,141.0,55.11
TR000762,Atto 3,50,49.71,24.855,0.1615,153.9,71.71
TR000763,ZS EV,75,44.43,33.322,0.18,185.12,71.7
TR000764,Model 3,75,40.97,30.727,0.15,204.85,131.78
TR000765,Atto 3,50,55.41,27.705,0.17,162.97,0.0
TR000766,Leaf,50,70.47,35.235,0.16,220.22,80.74
TR000767,Model 3,75,66.86,50.145,0.1425,351.89,233.1
TR000768,Model 3,75,40.14,30.105,0.15,200.7,57.94
TR000769,Model 3,50,52.83,26.415,0.15,176.1,27.11
TR000770,Model 3,60,78.37,47.022,0.15,313.48,107.79
TR000771,Atto 3,40,55.08,22.032,0.17,129.6,0.0
TR000772,Leaf,75,75.44,56.58,0.152,372.24,318.05
TR000773,ZS EV,75,86.41,64.808,0.18,360.04,88.49
TR000774,ZS EV,60,52.21,31.326,0.18,174.03,75.71
TR000775,Leaf,75,93.36,70.02,0.16,437.62,255.42
TR000776,Model 3,40,46.56,18.624,0.18,103.47,57.67
TR000777,Model 3,60,55.81,33.486,0.15,223.24,156.55
TR000778,ZS EV,60,81.02,48.612,0.171,284.28,0.0
TR000779,Leaf,40,62.78,25.112,0.152,165.21,43.14
TR000780,Model 3,60,60.85,36.51,0.18,202.83,0.0
TR000781,Model 3,60,82.26,49.356,0.15,329.04,68.12
TR000782,Atto 3,75,50.98,38.235,0.204,187.43,125.78
TR000783,Model 3,50,46.08,23.04,0.15,153.6,0.0
TR000784,Model 3,75,49.19,36.892,0.15,245.95,110.62
TR000785,Atto 3,50,69.54,34.77,0.204,170.44,0.0
TR000786,ZS EV,75,89.82,67.365,0.171,393.95,204.04
TR000787,ZS EV,50,92.73,46.365,0.18,257.58,83.35
TR000788,Leaf,60,72.81,43.686,0.16,273.04,143.69
TR000789,Model 3,40,92.77,37.108,0.15,247.39,196.01
TR000790,Leaf,60,84.46,50.676,0.16,316.72,0.0
TR000791,Atto 3,50,69.34,34.67,0.17,203.94,103.39
TR000792,Leaf,60,53.56,32.136,0.16,200.85,0.0
TR000793,Leaf,60,55.47,33.282,0.16,208.01,0.0
TR000794,Atto 3,50,60.39,30.195,0.17,177.62,92.02
TR000795,ZS EV,50,66.54,33.27,0.18,184.83,0.0
TR000796,Leaf,60,67.11,40.266,0.152,264.91,202.27
TR000797,ZS EV,50,62.95,31.475,0.18,174.86,38.91
TR000798,Atto 3,60,78.55,47.13,0.17,277.24,0.0
TR000799,Atto 3,60,92.11,55.266,0.204,270.91,221.02
TR000800,Model 3,50,91.52,45.76,0.15,305.07,228.99
TR000801,ZS EV,50,60.76,30.38,0.18,168.78,59.86
TR000802,Model 3,60,88.43,53.058,0.18,294.77,87.67
TR000803,ZS EV,60,70.42,42.252,0.18,234.73,0.0
TR000804,Model 3,50,61.43,30.715,0.18,170.64,0.0
TR000805,Leaf,60,58.83,35.298,0.152,232.22,99.41
TR000806,Model 3,50,60.02,30.01,0.15,200.07,149.26
TR000807,Atto 3,75,52.22,39.165,0.17,230.38,133.58
TR000808,Model 3,60,78.68,47.208,0.1425,331.28,225.78
TR000809,Leaf,50,62.97,31.485,0.192,163.98,80.67
TR000810,ZS EV,50,54.2,27.1,0.18,150.56,0.0
TR000811,Atto 3,75,42.14,31.605,0.17,185.91,0.0
TR000812,Atto 3,75,75.53,56.648,0.1615,350.76,255.97
TR000813,Model 3,75,76.44,57.33,0.15,382.2,61.89
TR000814,Model 3,60,50.15,30.09,0.1425,211.16,3.56
TR000815,Leaf,40,97.28,38.912,0.192,202.67,96.35
TR000816,ZS EV,75,84.07,63.052,0.18,350.29,136.82
TR000817,ZS EV,40,54.57,21.828,0.18,121.27,0.0
TR000818,Leaf,40,49.65,19.86,0.192,103.44,0.0
TR000819,Atto 3,40,80.98,32.392,0.17,190.54,50.31
TR000820,ZS EV,75,84.02,63.015,0.216,291.74,53.08
TR000821,Model 3,40,73.81,29.524,0.15,196.83,12.26
TR000822,Leaf,60,47.28,28.368,0.192,147.75,0.0
TR000823,Atto 3,75,80.79,60.593,0.1615,375.19,220.02
TR000824,Model 3,40,48.45,19.38,0.15,129.2,0.0
TR000825,Atto 3,60,85.31,51.186,0.17,301.09,185.89
TR000826,Leaf,60,49.81,29.886,0.16,186.79,107.84
TR000827,Atto 3,75,85.85,64.388,0.1615,398.68,31.37
TR000828,ZS EV,40,52.83,21.132,0.171,123.58,0.0
TR000829,Model 3,75,94.85,71.138,0.15,474.25,304.43
TR000830,Leaf,40,71.97,28.788,0.192,149.94,0.0
TR000831,Model 3,75,68.87,51.653,0.15,344.35,16.53
TR000832,Leaf,60,58.41,35.046,0.16,219.04,0.0
TR000833,Model 3,50,84.77,42.385,0.1425,297.44,257.72
TR000834,Model 3,60,95.78,57.468,0.18,319.27,243.53
TR000835,ZS EV,50,57.58,28.79,0.216,133.29,0.0
TR000836,Atto 3,75,84.91,63.682,0.17,374.6,226.72
TR000837,Leaf,60,40.2,24.12,0.16,150.75,0.0
TR000838,Atto 3,40,74.51,29.804,0.1615,184.54,104.69
TR000839,Leaf,40,74.14,29.656,0.16,185.35,118.68
TR000840,Atto 3,50,65.51,32.755,0.17,192.68,0.0
TR000841,Leaf,40,78.48,31.392,0.16,196.2,133.61
TR000842,ZS EV,75,71.74,53.805,0.18,298.92,0.0
TR000843,Leaf,40,50.27,20.108,0.192,104.73,0.0
TR000844,Leaf,75,89.78,67.335,0.16,420.84,377.49
TR000845,Leaf,40,69.16,27.664,0.192,144.08,0.0
TR000846,Leaf,60,54.54,32.724,0.16,204.53,145.14
TR000847,Atto 3,50,53.76,26.88,0.17,158.12,24.5
TR000848,Model 3,60,96.57,57.942,0.15,386.28,241.97
TR000849,Atto 3,60,54.29,32.574,0.17,191.61,149.44
TR000850,Atto 3,60,45.69,27.414,0.17,161.26,76.46
TR000851,ZS EV,40,61.74,24.696,0.18,137.2,0.0
TR000852,Atto 3,60,84.61,50.766,0.17,298.62,221.08
