trip_id,driver_id,vehicle_make,vehicle_model,origin,destination,distance_km,elevation_gain_m,trip_date,avg_speed,max_speed,acceleration_mean,acceleration_std,braking_intensity,trip_duration_min,road_type,weather,time_of_day,driving_style
TR000159,DRV0164,MG,ZS EV,Ratnapura,Galle,288,340,2025-02-22 19:18:26,42.95,43.78,1.216,1.253,1.507,445,rural,sunny,morning,Aggressive
TR000160,DRV0058,BYD,Atto 3,Galle,Kandy,30,74,2025-03-21 19:18:26,53.09,62.83,0.72,0.904,0.267,37,city,cloudy,afternoon,Normal
TR000161,DRV0096,BYD,Atto 3,Kandy,Jaffna,159,151,2025-08-09 19:18:26,46.22,62.31,0.763,0.614,0.707,207,city,monsoon,morning,Normal
TR000162,DRV0363,Tesla,Model 3,Matara,Colombo,105,126,2025-04-27 19:18:26,45.94,53.44,2.301,1.268,2.006,151,coastal,sunny,night,Aggressive
TR000163,DRV0268,BYD,Atto 3,Matara,Jaffna,171,160,2025-05-06 19:18:26,44.29,55.02,0.645,0.641,0.351,235,city,sunny,night,Normal
TR000164,DRV0113,Tesla,Model 3,Kurunegala,Kandy,76,109,2024-11-19 19:18:26,42.06,46.86,1.144,0.79,0.681,110,city,cloudy,morning,Normal
TR000165,DRV0159,MG,ZS EV,Kandy,Ratnapura,406,337,2025-09-02 19:18:26,50.32,57.2,0.228,0.318,0.21,495,coastal,light_rain,afternoon,Eco
TR000166,DRV0184,MG,ZS EV,Anuradhapura,Kandy,126,196,2025-04-04 19:18:26,40.38,54.57,0.327,0.313,0.367,204,coastal,heavy_rain,night,Eco
TR000167,DRV0368,MG,ZS EV,Galle,Batticaloa,335,286,2025-09-23 19:18:26,48.63,75.7,2.687,0.352,1.577,381,coastal,cloudy,afternoon,Aggressive
TR000168,DRV0167,BYD,Atto 3,Anuradhapura,Batticaloa,127,92,2025-05-12 19:18:26,40.46,53.21,0.511,0.289,0.005,183,highway,monsoon,afternoon,Eco
TR000169,DRV0130,Nissan,Leaf,Colombo,Ratnapura,429,190,2024-11-02 19:18:26,47.97,53.23,1.804,1.234,1.138,523,coastal,light_rain,night,Aggressive
TR000170,DRV0248,Nissan,Leaf,Kandy,Batticaloa,273,189,2025-03-08 19:18:26,73.07,79.05,1.34,0.767,1.081,243,highway,sunny,morning,Aggressive
TR000171,DRV0235,BYD,Atto 3,Colombo,Galle,29,44,2025-04-01 19:18:26,62.68,75.68,2.245,1.529,0.662,28,highway,light_rain,morning,Aggressive
TR000172,DRV0190,Tesla,Model 3,Galle,Matara,71,56,2024-11-05 19:18:26,45.2,63.26,1.244,0.546,0.185,100,highway,light_rain,evening,Normal
TR000173,DRV0192,BYD,Atto 3,Batticaloa,Trincomalee,64,65,2024-11-22 19:18:26,32.81,43.68,1.492,0.772,0.895,114,highway,cloudy,night,Aggressive
TR000174,DRV0279,Nissan,Leaf,Ratnapura,Trincomalee,119,136,2024-11-16 19:18:26,42.57,59.52,0.377,0.177,0.025,159,highway,sunny,afternoon,Eco
TR000175,DRV0284,Nissan,Leaf,Ratnapura,Matara,189,343,2025-04-27 19:18:26,28.16,44.92,1.205,0.595,0.457,409,rural,heavy_rain,afternoon,Normal
TR000176,DRV0020,BYD,Atto 3,Kandy,Galle,77,88,2025-03-01 19:18:26,49.85,65.9,1.234,0.449,0.543,104,highway,cloudy,evening,Normal
TR000177,DRV0081,Tesla,Model 3,Galle,Anuradhapura,208,53,2025-08-06 19:18:26,25.61,44.8,0.514,0.199,0.331,417,city,light_rain,afternoon,Eco
TR000178,DRV0378,Tesla,Model 3,Kandy,Ratnapura,384,279,2025-05-09 19:18:26,58.99,59.51,0.943,0.828,0.057,399,coastal,heavy_rain,night,Normal
TR000179,DRV0168,BYD,Atto 3,Batticaloa,Colombo,362,215,2024-11-24 19:18:26,37.85,41.48,0.826,0.979,0.74,544,coastal,sunny,night,Normal
TR000180,DRV0361,MG,ZS EV,Colombo,Kandy,79,136,2024-11-15 19:18:26,41.12,54.86,0.21,0.292,0.229,112,coastal,cloudy,evening,Eco
TR000181,DRV0351,Nissan,Leaf,Batticaloa,Anuradhapura,139,140,2025-05-14 19:18:26,38.14,45.44,0.056,0.493,1.038,204,rural,cloudy,night,Aggressive
TR000182,DRV0340,BYD,Atto 3,Ratnapura,Jaffna,110,91,2025-02-04 19:18:26,39.02,47.28,1.846,1.098,1.008,163,coastal,sunny,morning,Aggressive
TR000183,DRV0086,Tesla,Model 3,Jaffna,Colombo,265,79,2025-01-14 19:18:26,35.08,48.01,0.352,0.221,0.249,472,coastal,sunny,morning,Eco
TR000184,DRV0202,BYD,Atto 3,Galle,Matara,93,49,2025-03-04 19:18:26,36.02,50.34,0.632,0.112,0.485,170,coastal,sunny,afternoon,Normal
TR000185,DRV0171,BYD,Atto 3,Colombo,Ratnapura,438,317,2024-11-22 19:18:26,48.1,54.7,0.831,0.96,0.307,536,city,cloudy,evening,Normal
TR000186,DRV0073,MG,ZS EV,Jaffna,Ratnapura,104,116,2025-04-08 19:18:26,55.03,65.44,0.707,0.99,0.178,123,rural,heavy_rain,evening,Normal
TR000187,DRV0145,Tesla,Model 3,Galle,Kurunegala,168,44,2025-07-22 19:18:26,61.54,63.97,0.72,0.305,0.034,175,rural,heavy_rain,afternoon,Normal
TR000188,DRV0105,Nissan,Leaf,Ratnapura,Colombo,468,236,2025-06-28 19:18:26,35.96,52.55,0.735,0.115,0.379,796,city,sunny,evening,Normal
TR000189,DRV0301,BYD,Atto 3,Matara,Kurunegala,46,13,2025-09-01 19:18:26,32.43,46.23,0.929,0.091,0.605,90,coastal,monsoon,morning,Normal
TR000190,DRV0109,Tesla,Model 3,Matara,Galle,99,42,2025-10-18 19:18:26,60.91,77.35,1.175,0.9,0.698,102,coastal,cloudy,morning,Normal
TR000191,DRV0045,Tesla,Model 3,Jaffna,Ratnapura,102,96,2025-02-14 19:18:26,32.01,42.49,2.32,0.833,1.51,168,rural,cloudy,morning,Aggressive
TR000192,DRV0237,Tesla,Model 3,Batticaloa,Ratnapura,46,72,2025-04-04 19:18:26,31.71,39.04,0.247,0.506,0.224,88,coastal,light_rain,evening,Normal
TR000193,DRV0206,Tesla,Model 3,Jaffna,Ratnapura,117,119,2025-07-04 19:18:26,40.2,42.45,0.779,0.532,0.463,175,rural,monsoon,afternoon,Normal
TR000194,DRV0397,MG,ZS EV,Jaffna,Colombo,273,320,2025-02-03 19:18:26,28.54,40.0,0.901,0.54,0.589,548,coastal,sunny,evening,Normal
TR000195,DRV0127,BYD,Atto 3,Trincomalee,Batticaloa,106,68,2025-03-26 19:18:26,38.55,53.92,0.125,0.932,0.511,177,city,cloudy,evening,Normal
TR000196,DRV0009,MG,ZS EV,Trincomalee,Matara,76,149,2025-08-15 19:18:26,41.07,52.96,0.879,0.68,0.572,119,coastal,light_rain,afternoon,Normal
TR000197,DRV0292,Nissan,Leaf,Galle,Kurunegala,137,77,2025-08-29 19:18:26,39.63,67.26,1.448,0.806,0.48,200,city,sunny,afternoon,Aggressive
TR000198,DRV0307,Nissan,Leaf,Ratnapura,Kandy,215,298,2025-05-23 19:18:26,23.93,36.3,0.986,0.608,0.551,447,city,sunny,evening,Normal
TR000199,DRV0377,MG,ZS EV,Colombo,Jaffna,255,217,2024-11-13 19:18:26,38.98,54.45,1.101,0.746,0.275,387,coastal,sunny,evening,Normal
TR000200,DRV0275,MG,ZS EV,Batticaloa,Kandy,158,340,2025-02-05 19:18:26,39.2,54.78,0.741,0.422,0.196,254,highway,sunny,morning,Normal
TR000201,DRV0075,Nissan,Leaf,Batticaloa,Trincomalee,87,73,2025-09-09 19:18:26,52.95,76.11,0.934,0.631,0.318,95,city,light_rain,evening,Normal
TR000202,DRV0202,BYD,Atto 3,Matara,Ratnapura,216,166,2025-06-04 19:18:26,39.49,50.55,0.372,0.205,0.406,316,rural,sunny,morning,Normal
TR000203,DRV0230,BYD,Atto 3,Colombo,Ratnapura,388,329,2025-09-02 19:18:26,56.43,62.27,0.784,0.549,0.024,388,highway,heavy_rain,evening,Normal
TR000204,DRV0321,MG,ZS EV,Matara,Kandy,85,89,2025-10-01 19:18:26,53.59,58.76,0.895,0.327,0.718,102,coastal,light_rain,night,Normal
TR000205,DRV0008,MG,ZS EV,Ratnapura,Galle,257,321,2025-07-02 19:18:26,50.67,64.64,0.599,0.422,0.29,300,coastal,sunny,night,Eco
TR000206,DRV0173,Tesla,Model 3,Colombo,Jaffna,359,191,2025-04-14 19:18:26,58.92,67.33,1.491,0.9,0.686,386,coastal,sunny,afternoon,Aggressive
TR000207,DRV0040,Nissan,Leaf,Batticaloa,Trincomalee,79,78,2025-01-17 19:18:26,45.25,51.23,0.552,0.352,0.349,113,coastal,heavy_rain,evening,Eco
TR000208,DRV0240,MG,ZS EV,Galle,Batticaloa,394,91,2025-08-03 19:18:26,63.09,78.92,0.32,0.164,0.209,382,coastal,sunny,night,Eco
TR000209,DRV0301,MG,ZS EV,Ratnapura,Anuradhapura,252,175,2025-04-05 19:18:26,39.43,53.46,0.852,0.428,0.702,404,city,cloudy,afternoon,Normal
TR000210,DRV0177,MG,ZS EV,Anuradhapura,Ratnapura,201,130,2025-03-13 19:18:26,55.36,64.28,0.243,0.304,0.215,225,rural,cloudy,night,Eco
TR000211,DRV0184,Tesla,Model 3,Colombo,Trincomalee,289,184,2025-03-18 19:18:26,62.68,66.22,0.765,1.117,0.444,273,city,light_rain,evening,Aggressive
TR000212,DRV0025,BYD,Atto 3,Colombo,Galle,71,14,2025-05-18 19:18:26,37.08,49.31,0.603,0.73,1.073,126,rural,sunny,night,Aggressive
TR000213,DRV0142,Tesla,Model 3,Trincomalee,Kurunegala,84,83,2025-03-10 19:18:26,38.46,46.65,1.96,0.916,0.846,137,highway,sunny,evening,Aggressive
TR000214,DRV0181,MG,ZS EV,Kurunegala,Anuradhapura,101,34,2024-11-08 19:18:26,42.68,49.66,0.794,0.571,0.928,149,highway,cloudy,morning,Aggressive
TR000215,DRV0033,MG,ZS EV,Ratnapura,Trincomalee,111,191,2025-05-20 19:18:26,37.89,46.53,1.165,0.706,0.269,169,city,cloudy,night,Normal
TR000216,DRV0386,Tesla,Model 3,Batticaloa,Colombo,374,379,2024-12-26 19:18:26,53.06,69.56,2.32,1.468,1.338,422,rural,sunny,afternoon,Aggressive
TR000217,DRV0233,Nissan,Leaf,Kandy,Jaffna,227,254,2024-11-08 19:18:26,41.92,50.31,2.075,1.15,2.338,317,highway,light_rain,evening,Aggressive
TR000218,DRV0022,Nissan,Leaf,Anuradhapura,Kandy,159,186,2024-10-25 19:18:26,27.57,44.5,1.189,1.524,1.614,337,highway,sunny,night,Aggressive
TR000219,DRV0326,MG,ZS EV,Galle,Trincomalee,163,169,2025-03-28 19:18:26,48.05,52.45,0.476,0.236,0.258,197,city,light_rain,night,Eco
TR000220,DRV0191,BYD,Atto 3,Ratnapura,Batticaloa,56,67,2025-03-30 19:18:26,63.96,69.79,0.722,0.381,0.058,54,rural,sunny,morning,Normal
TR000221,DRV0102,Nissan,Leaf,Matara,Colombo,145,133,2025-09-04 19:18:26,34.21,52.43,0.69,0.448,0.313,246,highway,monsoon,night,Normal
TR000222,DRV0023,Tesla,Model 3,Trincomalee,Kurunegala,135,70,2025-02-14 19:18:26,50.17,59.26,0.655,0.162,0.146,178,city,monsoon,morning,Normal
TR000223,DRV0059,Tesla,Model 3,Kandy,Jaffna,116,133,2025-03-21 19:18:26,30.03,30.71,0.736,0.274,0.194,208,rural,heavy_rain,afternoon,Normal
TR000224,DRV0011,MG,ZS EV,Ratnapura,Anuradhapura,150,199,2025-03-26 19:18:26,29.53,32.02,2.374,1.401,1.349,300,city,light_rain,morning,Aggressive
TR000225,DRV0278,BYD,Atto 3,Galle,Trincomalee,327,185,2024-12-01 19:18:26,49.13,54.14,0.647,0.15,0.109,458,highway,heavy_rain,night,Normal
TR000226,DRV0176,Tesla,Model 3,Colombo,Matara,138,149,2025-03-04 19:18:26,42.97,52.04,1.145,0.405,0.696,200,rural,heavy_rain,morning,Normal
TR000227,DRV0020,Tesla,Model 3,Batticaloa,Trincomalee,73,38,2024-11-30 19:18:26,45.71,69.2,0.445,0.287,0.116,95,coastal,monsoon,night,Eco
TR000228,DRV0205,Tesla,Model 3,Matara,Batticaloa,306,99,2024-12-01 19:18:26,39.37,57.19,0.655,0.441,0.713,446,rural,monsoon,night,Normal
TR000229,DRV0055,Tesla,Model 3,Batticaloa,Matara,316,219,2025-05-19 19:18:26,41.41,46.06,0.757,0.418,0.069,474,highway,heavy_rain,morning,Normal
TR000230,DRV0250,Nissan,Leaf,Galle,Matara,120,28,2025-04-18 19:18:26,36.17,49.09,0.653,0.019,0.126,193,city,heavy_rain,night,Normal
TR000231,DRV0191,MG,ZS EV,Anuradhapura,Galle,198,131,2025-03-22 19:18:26,49.21,61.12,0.408,0.221,0.031,243,highway,cloudy,night,Eco
TR000232,DRV0265,Tesla,Model 3,Ratnapura,Colombo,523,180,2025-02-06 19:18:26,36.09,40.45,0.966,0.751,0.386,869,highway,light_rain,afternoon,Normal
TR000233,DRV0252,MG,ZS EV,Colombo,Trincomalee,384,198,2024-12-09 19:18:26,50.25,67.33,0.586,0.247,0.323,462,coastal,cloudy,evening,Eco
TR000234,DRV0036,BYD,Atto 3,Colombo,Matara,144,36,2025-09-05 19:18:26,45.79,54.51,1.019,0.55,0.347,196,highway,heavy_rain,morning,Normal
TR000235,DRV0260,Nissan,Leaf,Trincomalee,Kandy,104,244,2025-06-01 19:18:26,64.21,72.74,0.327,0.38,0.098,107,rural,monsoon,afternoon,Eco
TR000236,DRV0133,MG,ZS EV,Colombo,Anuradhapura,200,249,2024-11-22 19:18:26,45.01,51.49,1.008,0.373,0.1,258,highway,heavy_rain,evening,Normal
TR000237,DRV0227,MG,ZS EV,Galle,Trincomalee,283,190,2025-03-14 19:18:26,34.6,34.8,1.721,0.706,0.382,500,city,cloudy,evening,Aggressive
TR000238,DRV0374,BYD,Atto 3,Matara,Batticaloa,189,207,2025-07-31 19:18:26,61.9,79.12,0.322,0.225,0.337,194,coastal,heavy_rain,morning,Eco
TR000239,DRV0141,Tesla,Model 3,Trincomalee,Jaffna,63,34,2025-03-01 19:18:26,44.33,55.35,1.248,0.823,0.475,84,city,heavy_rain,afternoon,Normal
TR000240,DRV0235,Tesla,Model 3,Kurunegala,Jaffna,84,130,2025-07-08 19:18:26,52.73,64.47,0.962,0.882,0.402,106,highway,light_rain,evening,Normal
TR000241,DRV0183,Tesla,Model 3,Ratnapura,Trincomalee,138,101,2025-08-06 19:18:26,38.42,50.81,1.533,0.426,0.142,190,coastal,light_rain,night,Aggressive
TR000242,DRV0266,MG,ZS EV,Kurunegala,Batticaloa,235,77,2025-07-03 19:18:26,42.13,55.12,0.429,0.102,0.382,310,rural,sunny,morning,Eco
TR000243,DRV0393,MG,ZS EV,Matara,Kandy,30,75,2024-12-02 19:18:26,58.45,69.45,1.236,0.73,0.856,31,highway,light_rain,morning,Normal
TR000244,DRV0225,Tesla,Model 3,Jaffna,Anuradhapura,132,25,2024-11-10 19:18:26,33.51,54.01,0.292,0.239,0.066,239,highway,cloudy,evening,Eco
TR000245,DRV0112,MG,ZS EV,Galle,Colombo,12,13,2024-12-29 19:18:26,53.94,64.78,1.511,1.399,0.561,12,highway,heavy_rain,afternoon,Aggressive
TR000246,DRV0256,BYD,Atto 3,Batticaloa,Jaffna,47,34,2025-07-01 19:18:26,50.66,64.06,1.194,0.594,0.446,50,city,light_rain,evening,Normal
TR000247,DRV0151,Nissan,Leaf,Kandy,Anuradhapura,164,107,2025-07-21 19:18:26,52.83,65.26,1.167,0.675,0.786,179,city,sunny,evening,Normal
TR000248,DRV0131,BYD,Atto 3,Kandy,Colombo,77,99,2025-03-20 19:18:26,45.88,52.83,0.439,0.445,0.067,93,highway,cloudy,afternoon,Eco
TR000249,DRV0334,Tesla,Model 3,Anuradhapura,Matara,96,65,2024-10-26 19:18:26,51.77,65.14,0.324,0.731,0.76,106,coastal,sunny,night,Normal
TR000250,DRV0400,BYD,Atto 3,Kandy,Jaffna,191,125,2024-11-13 19:18:26,45.28,45.49,0.824,0.701,0.225,273,rural,cloudy,afternoon,Normal
TR000251,DRV0265,BYD,Atto 3,Kurunegala,Jaffna,115,99,2025-02-01 19:18:26,53.94,72.14,0.753,0.534,0.223,131,highway,light_rain,evening,Normal
TR000252,DRV0248,Nissan,Leaf,Galle,Ratnapura,293,196,2025-08-29 19:18:26,54.59,67.82,0.32,0.297,0.372,320,highway,sunny,afternoon,Eco
TR000253,DRV0262,Nissan,Leaf,Jaffna,Ratnapura,114,104,2025-02-06 19:18:26,46.15,63.81,0.943,0.349,1.652,139,rural,light_rain,evening,Aggressive
TR000254,DRV0340,Tesla,Model 3,Batticaloa,Galle,369,157,2024-11-22 19:18:26,44.62,64.78,0.885,0.408,0.556,593,highway,heavy_rain,night,Normal
TR000255,DRV0056,Tesla,Model 3,Galle,Matara,126,41,2025-10-01 19:18:26,44.9,52.19,0.266,0.788,0.853,165,city,monsoon,night,Normal
TR000256,DRV0320,MG,ZS EV,Batticaloa,Kandy,288,240,2025-04-06 19:18:26,60.76,69.57,0.564,0.349,0.408,303,rural,heavy_rain,evening,Normal
TR000257,DRV0176,MG,ZS EV,Kandy,Colombo,100,114,2025-03-05 19:18:26,56.42,73.27,1.637,1.495,1.991,112,city,sunny,morning,Aggressive
TR000258,DRV0341,BYD,Atto 3,Trincomalee,Kurunegala,105,93,2025-05-27 19:18:26,37.21,41.94,0.246,0.052,0.088,150,highway,heavy_rain,night,Eco
TR000259,DRV0040,Nissan,Leaf,Matara,Trincomalee,74,38,2025-02-07 19:18:26,54.19,70.08,1.199,1.075,0.507,80,rural,heavy_rain,night,Aggressive
TR000260,DRV0148,Tesla,Model 3,Anuradhapura,Kurunegala,64,49,2024-12-06 19:18:26,46.2,59.03,1.04,0.996,0.807,82,city,sunny,evening,Normal
TR000261,DRV0036,Tesla,Model 3,Batticaloa,Kandy,212,302,2025-01-28 19:18:26,40.93,56.24,0.987,0.514,0.47,310,city,sunny,night,Normal
TR000262,DRV0324,BYD,Atto 3,Anuradhapura,Ratnapura,171,185,2025-02-02 19:18:26,42.34,50.35,0.407,0.286,0.661,230,rural,monsoon,afternoon,Normal
TR000263,DRV0245,BYD,Atto 3,Kandy,Kurunegala,80,82,2025-09-28 19:18:26,50.43,65.64,0.88,0.265,0.312,95,coastal,monsoon,night,Normal
TR000264,DRV0123,MG,ZS EV,Anuradhapura,Batticaloa,192,66,2025-10-19 19:18:26,34.54,42.29,1.239,0.859,0.771,320,rural,cloudy,morning,Normal
TR000265,DRV0166,BYD,Atto 3,Kandy,Jaffna,153,202,2025-08-16 19:18:26,32.89,38.32,0.496,0.075,0.335,273,city,light_rain,night,Eco
TR000266,DRV0140,Nissan,Leaf,Anuradhapura,Kurunegala,54,29,2025-06-04 19:18:26,59.19,75.61,0.199,0.933,0.325,56,rural,heavy_rain,morning,Normal
TR000267,DRV0155,Tesla,Model 3,Batticaloa,Kandy,261,265,2024-11-22 19:18:26,37.57,60.46,1.306,0.121,0.879,400,city,heavy_rain,afternoon,Normal
TR000268,DRV0357,Tesla,Model 3,Ratnapura,Anuradhapura,234,177,2025-08-09 19:18:26,46.26,66.3,0.939,0.594,0.517,277,coastal,sunny,evening,Normal
TR000269,DRV0275,MG,ZS EV,Ratnapura,Anuradhapura,237,240,2024-10-31 19:18:26,50.03,53.46,1.205,0.869,0.908,268,highway,light_rain,night,Aggressive
TR000270,DRV0146,Tesla,Model 3,Jaffna,Colombo,273,183,2025-10-06 19:18:26,24.03,28.42,1.228,0.342,0.349,660,coastal,monsoon,evening,Normal
TR000271,DRV0059,MG,ZS EV,Batticaloa,Ratnapura,49,73,2025-02-25 19:18:26,38.96,60.34,0.902,0.922,0.724,73,coastal,heavy_rain,morning,Normal
TR000272,DRV0196,Nissan,Leaf,Jaffna,Kurunegala,102,100,2024-12-22 19:18:26,47.6,54.89,0.876,0.783,0.858,134,coastal,sunny,evening,Normal
TR000273,DRV0301,MG,ZS EV,Batticaloa,Matara,185,74,2025-03-28 19:18:26,31.1,34.42,0.74,0.373,0.162,378,rural,light_rain,night,Normal
TR000274,DRV0191,BYD,Atto 3,Ratnapura,Colombo,219,328,2025-01-18 19:18:26,53.73,63.36,1.65,1.51,1.206,248,rural,monsoon,morning,Aggressive
TR000275,DRV0252,BYD,Atto 3,Ratnapura,Trincomalee,196,137,2025-09-23 19:18:26,31.24,42.64,0.95,0.139,0.522,349,coastal,sunny,afternoon,Normal
TR000276,DRV0292,Tesla,Model 3,Colombo,Galle,63,18,2025-04-22 19:18:26,48.78,55.99,1.216,0.796,0.621,83,coastal,monsoon,morning,Normal
TR000277,DRV0140,Tesla,Model 3,Ratnapura,Galle,416,432,2025-08-25 19:18:26,36.4,40.58,0.93,0.838,0.31,716,highway,light_rain,afternoon,Normal
TR000278,DRV0166,Tesla,Model 3,Kandy,Matara,83,97,2024-12-26 19:18:26,47.24,51.56,0.909,0.349,0.755,111,highway,cloudy,night,Normal
TR000279,DRV0325,Nissan,Leaf,Anuradhapura,Matara,103,55,2025-09-14 19:18:26,46.3,66.1,0.947,0.729,0.057,127,city,heavy_rain,afternoon,Normal
TR000280,DRV0318,MG,ZS EV,Matara,Batticaloa,163,242,2025-09-14 19:18:26,45.36,68.1,1.094,0.392,0.023,202,rural,sunny,afternoon,Normal
TR000281,DRV0200,BYD,Atto 3,Anuradhapura,Colombo,189,187,2025-08-14 19:18:26,60.38,76.5,0.096,0.638,0.287,197,city,sunny,morning,Normal
TR000282,DRV0114,MG,ZS EV,Batticaloa,Galle,319,267,2025-09-21 19:18:26,42.24,43.11,0.668,0.3,0.29,471,highway,cloudy,afternoon,Normal
TR000283,DRV0014,Tesla,Model 3,Trincomalee,Kandy,185,189,2025-06-10 19:18:26,36.92,40.73,0.469,0.097,0.478,314,rural,heavy_rain,afternoon,Normal
TR000284,DRV0198,BYD,Atto 3,Kurunegala,Jaffna,145,55,2025-01-25 19:18:26,23.8,30.91,1.391,0.891,0.422,285,highway,sunny,morning,Normal
TR000285,DRV0366,MG,ZS EV,Ratnapura,Kurunegala,226,221,2025-07-20 19:18:26,49.39,66.77,0.379,0.637,0.545,277,coastal,sunny,evening,Normal
TR000286,DRV0195,Tesla,Model 3,Galle,Trincomalee,331,182,2025-02-28 19:18:26,57.71,63.98,1.108,0.72,0.639,345,rural,heavy_rain,afternoon,Normal
TR000287,DRV0093,Nissan,Leaf,Kurunegala,Ratnapura,219,139,2025-05-04 19:18:26,53.88,67.99,0.986,0.711,0.264,260,rural,sunny,evening,Normal
TR000288,DRV0383,BYD,Atto 3,Kandy,Galle,51,74,2025-03-24 19:18:26,25.79,28.24,0.784,0.924,0.08,104,highway,sunny,night,Normal
TR000289,DRV0003,Nissan,Leaf,Colombo,Kandy,23,89,2025-02-03 19:18:26,29.76,35.4,2.535,1.242,1.963,44,city,sunny,evening,Aggressive
TR000290,DRV0236,Nissan,Leaf,Ratnapura,Kandy,202,351,2025-09-19 19:18:26,57.4,66.34,0.552,0.904,0.474,215,coastal,heavy_rain,night,Normal
TR000291,DRV0359,Nissan,Leaf,Kandy,Kurunegala,95,116,2025-09-03 19:18:26,38.17,48.13,1.015,0.785,0.586,167,highway,sunny,afternoon,Normal
TR000292,DRV0311,Tesla,Model 3,Kurunegala,Kandy,80,122,2024-11-07 19:18:26,22.95,34.53,0.77,0.524,0.311,196,rural,cloudy,morning,Normal
TR000293,DRV0276,MG,ZS EV,Ratnapura,Colombo,402,153,2025-01-15 19:18:26,43.11,47.48,1.166,0.643,0.54,541,coastal,cloudy,night,Normal
TR000294,DRV0121,MG,ZS EV,Trincomalee,Matara,85,120,2025-04-01 19:18:26,50.66,66.23,0.745,1.026,0.693,105,rural,light_rain,night,Aggressive
TR000295,DRV0133,BYD,Atto 3,Jaffna,Kandy,281,290,2025-03-15 19:18:26,29.09,32.39,0.133,0.27,0.088,658,highway,sunny,afternoon,Eco
TR000296,DRV0017,Nissan,Leaf,Jaffna,Trincomalee,51,31,2025-05-24 19:18:26,39.61,44.04,1.668,1.122,1.037,83,coastal,cloudy,night,Aggressive
TR000297,DRV0174,MG,ZS EV,Trincomalee,Batticaloa,88,91,2025-01-05 19:18:26,53.02,67.01,1.233,1.305,0.047,104,rural,sunny,morning,Aggressive
TR000298,DRV0301,MG,ZS EV,Anuradhapura,Colombo,219,176,2025-10-04 19:18:26,45.69,57.74,0.522,0.275,0.429,283,highway,sunny,afternoon,Normal
TR000299,DRV0148,BYD,Atto 3,Anuradhapura,Kurunegala,38,29,2024-12-31 19:18:26,51.24,61.3,0.676,0.89,0.249,49,coastal,light_rain,morning,Normal
TR000300,DRV0340,MG,ZS EV,Matara,Jaffna,160,154,2025-01-29 19:18:26,52.86,70.63,0.438,0.203,0.338,164,coastal,sunny,night,Eco
TR000301,DRV0037,BYD,Atto 3,Galle,Jaffna,256,195,2025-05-19 19:18:26,46.49,57.82,1.946,1.159,0.796,361,city,heavy_rain,night,Aggressive
TR000302,DRV0205,Nissan,Leaf,Colombo,Trincomalee,335,269,2025-10-19 19:18:26,58.46,62.33,1.283,0.799,1.012,373,highway,sunny,morning,Aggressive
TR000303,DRV0208,Nissan,Leaf,Ratnapura,Jaffna,113,112,2025-07-10 19:18:26,46.74,63.5,1.542,0.259,0.1,160,highway,light_rain,night,Aggressive
TR000304,DRV0174,Nissan,Leaf,Jaffna,Anuradhapura,101,21,2025-02-28 19:18:26,52.01,54.05,1.108,1.096,0.535,133,rural,sunny,afternoon,Aggressive
TR000305,DRV0175,Tesla,Model 3,Matara,Colombo,77,114,2025-07-26 19:18:26,50.05,65.53,1.434,0.768,1.026,90,rural,monsoon,night,Aggressive
TR000306,DRV0377,Nissan,Leaf,Trincomalee,Matara,126,108,2025-01-20 19:18:26,36.46,46.11,0.859,0.392,0.799,235,rural,sunny,morning,Normal
TR000307,DRV0045,BYD,Atto 3,Trincomalee,Anuradhapura,85,34,2024-11-20 19:18:26,51.91,56.45,0.789,0.949,0.975,94,rural,sunny,night,Aggressive
TR000308,DRV0317,Tesla,Model 3,Batticaloa,Anuradhapura,160,42,2025-02-23 19:18:26,52.56,66.85,0.451,0.237,0.261,186,coastal,sunny,evening,Eco
TR000309,DRV0222,Nissan,Leaf,Batticaloa,Jaffna,57,27,2025-01-07 19:18:26,55.16,62.03,0.306,0.278,0.314,57,highway,sunny,morning,Eco
TR000310,DRV0336,MG,ZS EV,Kurunegala,Galle,148,35,2025-01-31 19:18:26,49.43,52.88,0.975,0.762,0.355,189,rural,heavy_rain,morning,Normal
TR000311,DRV0358,MG,ZS EV,Colombo,Galle,45,44,2025-08-21 19:18:26,39.54,69.22,0.85,0.272,0.315,75,rural,light_rain,afternoon,Normal
TR000312,DRV0034,MG,ZS EV,Matara,Kandy,46,83,2025-05-31 19:18:26,61.9,80.07,2.273,0.746,0.469,46,city,monsoon,evening,Aggressive
TR000313,DRV0238,Tesla,Model 3,Ratnapura,Kandy,313,278,2025-09-28 19:18:26,63.76,67.2,0.55,0.082,0.455,319,city,cloudy,night,Normal
TR000314,DRV0107,MG,ZS EV,Galle,Trincomalee,247,98,2025-07-01 19:18:26,28.45,44.49,0.244,0.066,0.026,567,highway,sunny,afternoon,Eco
TR000315,DRV0158,MG,ZS EV,Anuradhapura,Kandy,163,184,2025-03-20 19:18:26,40.31,47.78,1.095,0.91,0.705,236,city,light_rain,night,Normal
TR000316,DRV0301,MG,ZS EV,Batticaloa,Jaffna,48,45,2025-10-04 19:18:26,50.35,64.85,0.81,0.768,0.346,55,city,heavy_rain,evening,Normal
