trip_id,vehicle_model,distance_km,driving_style,road_type,weather,elevation_gain_m,avg_speed,energy_consumed_kWh,battery_capacity_kWh,battery_start_%,battery_end_%
TR000309,Model 3,132,Aggressive,rural,light_rain,102,53.71,26.607,75,52.5,17.02
TR000310,Model 3,48,Normal,rural,light_rain,65,66.07,7.537,60,47.48,34.92
TR000311,Atto 3,66,Normal,city,monsoon,29,44.85,13.385,50,63.92,37.15
TR000312,ZS EV,52,Normal,rural,heavy_rain,86,48.78,10.366,60,40.16,22.88
TR000313,ZS EV,45,Normal,rural,cloudy,61,56.82,8.433,75,51.97,40.73
TR000314,Leaf,65,Normal,highway,sunny,35,40.04,10.176,60,79.58,62.62
TR000315,Model 3,41,Normal,city,heavy_rain,17,28.98,7.002,75,77.48,68.14
TR000316,Leaf,163,Normal,city,sunny,91,44.03,28.206,40,68.77,0.0
TR000317,Model 3,214,Aggressive,coastal,sunny,44,56.61,40.396,60,83.14,15.81
TR000318,Atto 3,206,Normal,coastal,monsoon,105,47.66,40.492,40,55.18,0.0
TR000319,Atto 3,156,Aggressive,city,sunny,67,43.52,34.659,40,94.63,7.98
TR000320,Leaf,223,Normal,highway,sunny,238,41.14,34.302,40,44.17,0.0
TR000321,Atto 3,221,Aggressive,city,light_rain,57,58.23,52.858,75,41.1,0.0
TR000322,Leaf,320,Aggressive,rural,sunny,299,31.65,67.469,60,95.3,0.0
TR000323,ZS EV,104,Aggressive,city,heavy_rain,121,34.81,28.303,50,85.98,29.37
TR000324,Leaf,45,Normal,city,monsoon,94,47.05,8.769,40,78.54,56.62
TR000325,Model 3,62,Normal,coastal,cloudy,26,34.63,9.527,40,98.18,74.36
TR000326,Atto 3,171,Eco,rural,heavy_rain,194,41.32,28.482,60,95.1,47.63
TR000327,Leaf,56,Normal,highway,light_rain,30,29.27,8.983,75,49.22,37.24
TR000328,Model 3,75,Aggressive,city,cloudy,155,44.01,15.811,50,64.51,32.89
TR000329,Model 3,88,Eco,rural,cloudy,91,45.71,12.27,40,52.11,21.44
TR000330,Leaf,70,Normal,rural,light_rain,24,49.5,11.508,50,80.43,57.41
TR000331,Model 3,204,Normal,highway,sunny,160,53.61,29.927,75,45.31,5.41
TR000332,Model 3,218,Normal,rural,heavy_rain,144,39.19,35.839,40,79.29,0.0
TR000333,Model 3,89,Normal,city,sunny,34,51.56,13.879,40,68.15,33.45
TR000334,ZS EV,207,Normal,rural,heavy_rain,125,71.53,40.793,50,67.47,0.0
TR000335,Atto 3,111,Normal,rural,cloudy,94,30.47,19.141,40,79.36,31.51
TR000336,Atto 3,248,Normal,city,sunny,100,51.38,44.943,50,55.4,0.0
TR000337,Atto 3,103,Normal,coastal,sunny,88,29.6,18.265,75,74.4,50.05
TR000338,Leaf,156,Aggressive,highway,light_rain,82,41.35,32.016,40,86.37,6.33
TR000339,Atto 3,49,Normal,rural,cloudy,40,46.84,8.353,60,56.45,42.53
TR000340,Leaf,132,Aggressive,city,cloudy,106,31.83,29.123,40,91.54,18.73
TR000341,Leaf,229,Normal,city,cloudy,80,59.23,38.695,60,97.31,32.82
TR000342,Leaf,228,Eco,rural,sunny,189,37.31,32.83,60,83.77,29.05
TR000343,Atto 3,148,Eco,rural,cloudy,72,39.34,22.68,40,41.23,0.0
TR000344,Leaf,201,Normal,city,heavy_rain,91,32.16,38.025,75,50.6,0.0
TR000345,Leaf,48,Normal,coastal,sunny,31,46.26,7.802,40,82.64,63.13
TR000346,ZS EV,303,Normal,highway,sunny,194,36.31,52.197,50,65.56,0.0
TR000347,Leaf,80,Aggressive,city,cloudy,30,48.03,17.884,40,62.45,17.74
TR000348,Model 3,54,Eco,highway,sunny,34,47.75,6.712,60,78.44,67.25
TR000349,Leaf,103,Aggressive,highway,cloudy,216,24.39,20.924,50,41.46,0.0
TR000350,Model 3,164,Normal,city,cloudy,137,41.38,26.974,50,57.63,3.68
TR000351,ZS EV,178,Normal,rural,sunny,73,45.21,31.895,75,76.65,34.12
TR000352,Atto 3,67,Normal,coastal,cloudy,77,62.67,12.037,50,49.29,25.22
TR000353,Model 3,45,Normal,highway,heavy_rain,83,58.21,7.006,40,96.26,78.75
TR000354,Atto 3,317,Normal,coastal,sunny,182,44.88,55.174,50,64.96,0.0
TR000355,ZS EV,52,Normal,city,sunny,19,42.28,10.121,60,55.59,38.72
TR000356,Model 3,265,Normal,rural,sunny,120,71.7,39.167,40,43.86,0.0
TR000357,Leaf,345,Eco,coastal,cloudy,169,45.0,51.916,40,89.48,0.0
TR000358,ZS EV,144,Aggressive,coastal,heavy_rain,314,37.53,36.93,75,46.54,0.0
TR000359,ZS EV,230,Normal,rural,light_rain,68,42.93,41.657,75,65.24,9.7
TR000360,Leaf,103,Aggressive,highway,heavy_rain,104,40.77,22.438,75,49.4,19.48
TR000361,Leaf,141,Eco,coastal,heavy_rain,66,51.61,21.623,50,45.0,1.75
TR000362,ZS EV,122,Aggressive,city,sunny,170,35.26,30.311,40,82.39,6.61
TR000363,Model 3,121,Normal,rural,cloudy,79,57.85,18.649,60,45.88,14.8
TR000364,Model 3,115,Normal,rural,sunny,103,50.54,17.067,50,69.99,35.86
TR000365,Atto 3,248,Aggressive,highway,monsoon,116,33.65,58.868,60,42.36,0.0
TR000366,Leaf,116,Eco,city,light_rain,58,40.3,18.183,50,90.63,54.26
TR000367,ZS EV,298,Normal,rural,light_rain,153,53.59,54.139,75,54.98,0.0
TR000368,Leaf,114,Aggressive,city,heavy_rain,137,41.2,27.165,40,92.96,25.05
TR000369,Leaf,110,Aggressive,highway,sunny,234,52.09,22.59,50,84.31,39.13
TR000370,Atto 3,152,Normal,coastal,sunny,37,53.25,26.671,40,65.47,0.0
TR000371,ZS EV,141,Normal,rural,sunny,94,40.5,25.28,40,76.52,13.32
TR000372,Atto 3,154,Normal,rural,light_rain,52,46.67,26.991,50,63.47,9.49
TR000373,Leaf,180,Normal,coastal,sunny,114,61.29,29.398,50,79.52,20.72
TR000374,ZS EV,43,Aggressive,rural,heavy_rain,47,46.72,10.43,60,42.9,25.52
TR000375,Model 3,116,Eco,highway,monsoon,125,40.73,16.646,40,43.01,1.4
TR000376,Leaf,175,Normal,city,light_rain,244,37.98,31.096,50,72.07,9.88
TR000377,Atto 3,150,Eco,city,sunny,94,44.75,23.975,75,43.79,11.82
TR000378,Atto 3,360,Eco,rural,cloudy,115,43.28,55.31,50,53.37,0.0
TR000379,Leaf,266,Normal,rural,heavy_rain,110,37.8,46.478,40,72.17,0.0
TR000380,Model 3,284,Normal,city,sunny,111,49.68,43.965,40,56.48,0.0
TR000381,Atto 3,143,Normal,highway,sunny,83,27.27,22.98,75,87.8,57.16
TR000382,Leaf,139,Normal,rural,monsoon,93,46.26,24.566,75,92.24,59.49
TR000383,Leaf,94,Normal,coastal,cloudy,41,42.43,15.702,75,80.89,59.95
TR000384,Atto 3,348,Normal,rural,sunny,356,28.45,60.66,60,49.07,0.0
TR000385,ZS EV,94,Normal,coastal,cloudy,62,47.33,17.162,40,76.07,33.17
TR000386,Atto 3,62,Normal,rural,light_rain,63,46.43,10.879,40,86.86,59.66
TR000387,Atto 3,135,Normal,city,monsoon,60,35.23,26.913,75,79.23,43.35
TR000388,Leaf,58,Normal,city,light_rain,65,41.65,10.303,75,66.65,52.91
TR000389,Leaf,328,Aggressive,highway,monsoon,424,20.28,72.148,40,60.89,0.0
TR000390,Atto 3,43,Aggressive,coastal,light_rain,32,45.89,10.046,60,72.59,55.85
TR000391,Leaf,126,Eco,coastal,cloudy,39,38.17,18.783,50,68.19,30.62
TR000392,ZS EV,100,Normal,city,monsoon,55,35.32,20.389,50,88.52,47.74
TR000393,Leaf,100,Normal,highway,sunny,52,34.84,15.104,60,48.45,23.28
TR000394,ZS EV,291,Aggressive,coastal,cloudy,236,59.33,71.794,40,81.59,0.0
TR000395,Leaf,191,Normal,city,heavy_rain,238,36.36,35.29,50,40.28,0.0
TR000396,Atto 3,357,Normal,rural,cloudy,119,29.96,57.729,50,50.83,0.0
TR000397,ZS EV,375,Aggressive,coastal,sunny,393,36.09,90.731,50,52.53,0.0
TR000398,Leaf,180,Aggressive,highway,cloudy,60,43.05,35.336,40,54.12,0.0
TR000399,Model 3,122,Normal,coastal,cloudy,140,51.95,19.341,40,83.85,35.5
TR000400,ZS EV,62,Normal,coastal,cloudy,142,63.89,11.753,75,59.07,43.4
TR000401,Model 3,318,Eco,rural,sunny,232,35.58,43.89,60,72.7,0.0
TR000402,ZS EV,235,Normal,coastal,monsoon,263,53.29,48.039,50,44.98,0.0
TR000403,Leaf,62,Normal,coastal,sunny,86,30.11,9.512,50,78.35,59.33
TR000404,ZS EV,242,Eco,rural,cloudy,228,42.66,39.807,50,62.43,0.0
TR000405,ZS EV,151,Aggressive,rural,sunny,45,32.4,35.766,40,84.51,0.0
TR000406,Atto 3,120,Normal,city,cloudy,80,46.41,21.887,40,53.99,0.0
TR000407,Model 3,283,Normal,rural,light_rain,198,47.09,43.086,60,82.83,11.02
TR000408,Atto 3,310,Eco,highway,sunny,333,39.7,45.389,75,66.59,6.07
TR000409,Atto 3,99,Normal,city,sunny,239,32.65,18.876,50,66.38,28.63
TR000410,ZS EV,205,Normal,highway,sunny,190,39.67,34.845,60,99.48,41.41
TR000411,Leaf,94,Normal,coastal,sunny,142,56.02,15.363,75,68.69,48.21
TR000412,Leaf,108,Normal,city,sunny,72,49.8,18.93,60,83.25,51.7
TR000413,Atto 3,177,Eco,highway,light_rain,79,52.1,26.153,75,44.32,9.45
TR000414,Leaf,120,Normal,city,heavy_rain,174,65.1,22.222,60,96.7,59.66
TR000415,Leaf,195,Aggressive,city,sunny,183,37.7,43.142,60,49.9,0.0
TR000416,ZS EV,51,Aggressive,coastal,monsoon,19,54.64,13.685,40,59.35,25.14
TR000417,Atto 3,76,Normal,highway,heavy_rain,35,19.78,13.292,40,90.98,57.75
TR000418,Leaf,132,Normal,coastal,cloudy,221,26.42,21.755,75,50.01,21.0
TR000419,Atto 3,183,Normal,highway,sunny,85,30.41,30.075,40,53.31,0.0
TR000420,Atto 3,259,Normal,rural,sunny,87,53.68,43.903,40,44.77,0.0
TR000421,Leaf,190,Normal,highway,sunny,480,44.86,29.123,75,80.05,41.22
TR000422,Model 3,170,Normal,rural,sunny,101,48.9,25.133,50,72.42,22.15
TR000423,Atto 3,99,Normal,coastal,sunny,197,51.13,17.635,40,40.39,0.0
TR000424,Leaf,60,Normal,coastal,sunny,24,39.0,9.871,40,56.07,31.39
TR000425,Model 3,59,Normal,city,sunny,15,42.28,9.162,75,53.53,41.31
TR000426,Model 3,306,Normal,coastal,monsoon,330,50.66,53.901,60,54.37,0.0
TR000427,ZS EV,181,Eco,city,light_rain,205,39.45,31.554,50,42.93,0.0
TR000428,Leaf,289,Normal,city,monsoon,120,56.12,53.34,60,63.75,0.0
TR000429,Model 3,304,Normal,rural,heavy_rain,240,53.37,50.511,50,64.82,0.0
TR000430,Leaf,55,Aggressive,coastal,monsoon,80,69.09,12.985,40,40.16,7.7
TR000431,Atto 3,121,Normal,coastal,sunny,123,55.78,20.774,60,51.02,16.4
TR000432,Atto 3,225,Normal,coastal,cloudy,73,41.53,40.603,75,96.57,42.43
TR000433,Atto 3,57,Normal,coastal,sunny,96,73.95,9.908,50,74.2,54.38
TR000434,Model 3,224,Eco,coastal,sunny,289,42.98,30.696,40,88.25,11.51
TR000435,Atto 3,143,Eco,coastal,monsoon,143,45.17,24.959,40,77.79,15.39
TR000436,Model 3,207,Eco,city,light_rain,138,35.3,30.476,40,64.79,0.0
TR000437,ZS EV,80,Normal,city,sunny,67,46.65,14.628,50,90.5,61.24
TR000438,ZS EV,190,Eco,city,cloudy,71,54.75,32.798,50,75.92,10.32
TR000439,Model 3,52,Normal,city,heavy_rain,19,50.9,9.061,75,76.66,64.58
TR000440,Model 3,213,Normal,rural,cloudy,105,45.14,32.656,60,61.43,7.0
TR000441,Model 3,41,Normal,highway,heavy_rain,38,48.89,6.356,40,75.85,59.96
TR000442,ZS EV,140,Eco,city,sunny,143,44.28,23.811,50,93.99,46.37
TR000443,Model 3,100,Normal,rural,heavy_rain,26,57.88,15.805,60,92.59,66.25
TR000444,Leaf,185,Normal,rural,cloudy,149,58.27,30.889,50,71.57,9.79
TR000445,ZS EV,63,Aggressive,coastal,sunny,69,31.34,14.956,40,79.08,41.69
TR000446,Model 3,261,Normal,city,cloudy,69,46.65,42.926,40,83.61,0.0
TR000447,Atto 3,49,Aggressive,coastal,cloudy,64,43.6,11.34,40,42.91,14.56
TR000448,Atto 3,98,Eco,rural,light_rain,50,51.16,15.565,40,93.88,54.97
TR000449,ZS EV,266,Aggressive,highway,cloudy,158,57.98,58.796,40,80.81,0.0
TR000450,Atto 3,124,Normal,rural,sunny,27,59.28,20.94,50,73.0,31.12
TR000451,Model 3,198,Normal,highway,sunny,50,36.55,26.912,50,57.93,4.11
TR000452,Leaf,238,Normal,coastal,sunny,186,47.78,37.687,60,81.41,18.6
TR000453,Model 3,50,Normal,rural,cloudy,83,45.22,7.597,75,56.0,45.87
TR000454,ZS EV,224,Normal,rural,heavy_rain,204,47.31,42.71,60,93.58,22.4
TR000455,Model 3,291,Normal,rural,sunny,386,31.74,44.189,60,47.55,0.0
TR000456,Atto 3,185,Normal,highway,sunny,142,48.04,30.813,50,97.87,36.24
TR000457,Atto 3,168,Eco,city,light_rain,146,43.51,28.249,75,49.72,12.05
TR000458,Leaf,135,Aggressive,highway,heavy_rain,286,62.07,28.555,60,55.94,8.35
TR000459,Model 3,324,Normal,coastal,monsoon,323,36.31,54.661,50,55.52,0.0
TR000460,Model 3,136,Normal,rural,sunny,111,47.85,21.133,50,92.89,50.62
TR000461,Leaf,141,Eco,rural,cloudy,165,66.21,19.999,75,82.93,56.27
TR000462,ZS EV,305,Normal,rural,monsoon,196,28.1,61.892,50,93.78,0.0
TR000463,ZS EV,144,Normal,coastal,light_rain,132,54.7,26.74,75,42.79,7.14
TR000464,Atto 3,117,Aggressive,rural,sunny,140,56.91,25.221,75,84.37,50.74
TR000465,Leaf,123,Normal,coastal,light_rain,92,37.34,21.054,50,40.35,0.0
TR000466,ZS EV,349,Aggressive,coastal,cloudy,263,52.45,85.039,75,42.55,0.0
TR000467,Model 3,300,Normal,highway,cloudy,171,47.34,44.165,40,61.21,0.0
TR000468,Atto 3,52,Aggressive,city,light_rain,35,29.81,12.571,50,49.09,23.95
TR000469,Leaf,65,Normal,city,heavy_rain,34,41.51,11.974,50,98.22,74.27
TR000470,Atto 3,368,Eco,highway,sunny,260,10.12,53.367,50,50.24,0.0
TR000471,Model 3,110,Aggressive,highway,cloudy,71,37.93,20.562,60,64.96,30.69
TR000472,Leaf,31,Eco,coastal,heavy_rain,73,74.45,4.982,40,76.81,64.35
TR000473,Model 3,187,Aggressive,city,cloudy,81,51.25,38.863,40,95.64,0.0
TR000474,Leaf,304,Normal,city,cloudy,168,58.33,50.675,40,51.04,0.0
TR000475,Atto 3,203,Eco,rural,sunny,199,55.09,29.761,75,68.58,28.9
TR000476,Leaf,63,Eco,highway,sunny,10,33.45,8.554,60,65.47,51.21
TR000477,Leaf,309,Normal,coastal,sunny,323,29.78,52.079,60,53.31,0.0
TR000478,Atto 3,202,Aggressive,city,sunny,292,45.04,48.27,60,43.9,0.0
TR000479,Model 3,325,Normal,city,monsoon,249,40.91,56.364,60,88.4,0.0
TR000480,Leaf,391,Aggressive,rural,cloudy,90,37.76,82.219,60,40.01,0.0
TR000481,Model 3,84,Normal,coastal,cloudy,85,38.44,13.432,40,62.02,28.44
TR000482,Leaf,227,Eco,city,heavy_rain,82,38.51,38.017,40,49.03,0.0
TR000483,Leaf,60,Aggressive,coastal,sunny,107,49.89,12.781,40,55.86,23.91
TR000484,Atto 3,92,Aggressive,highway,heavy_rain,118,73.0,21.025,40,89.79,37.23
TR000485,Model 3,175,Aggressive,city,light_rain,157,56.06,37.016,50,48.34,0.0
TR000486,Model 3,63,Normal,rural,light_rain,18,49.49,9.694,40,41.22,16.99
TR000487,Atto 3,73,Aggressive,city,sunny,71,45.42,17.062,75,66.11,43.36
TR000488,Atto 3,181,Normal,coastal,sunny,223,40.2,31.533,40,71.57,0.0
TR000489,Leaf,98,Normal,city,cloudy,50,44.25,16.514,50,59.16,26.13
TR000490,Model 3,317,Normal,rural,sunny,232,42.7,48.428,50,70.23,0.0
TR000491,ZS EV,234,Eco,rural,cloudy,237,43.16,38.531,50,79.35,2.29
TR000492,Atto 3,56,Normal,highway,monsoon,38,48.61,10.269,50,60.14,39.6
TR000493,Leaf,77,Normal,coastal,light_rain,84,19.09,13.124,40,95.36,62.55
TR000494,Leaf,233,Normal,coastal,cloudy,80,55.79,37.976,40,81.8,0.0
TR000495,Atto 3,91,Normal,highway,sunny,30,35.62,14.575,60,45.02,20.73
TR000496,Model 3,79,Normal,coastal,monsoon,32,48.22,13.503,50,43.5,16.49
TR000497,Leaf,168,Eco,rural,cloudy,116,48.0,24.141,60,67.31,27.08
TR000498,Leaf,192,Aggressive,coastal,monsoon,101,47.27,43.938,50,54.74,0.0
TR000499,ZS EV,100,Normal,city,sunny,86,61.17,19.125,60,47.55,15.67
TR000500,Atto 3,120,Aggressive,city,light_rain,37,49.0,27.903,60,90.24,43.73
TR000501,ZS EV,92,Normal,city,sunny,47,59.09,17.498,40,61.11,17.36
TR000502,ZS EV,30,Eco,coastal,sunny,29,41.64,5.076,50,42.96,32.81
TR000503,Model 3,265,Eco,coastal,cloudy,151,45.9,37.568,75,77.15,27.06
TR000504,Model 3,45,Aggressive,highway,monsoon,72,49.63,9.264,40,66.45,43.29
TR000505,Atto 3,167,Eco,city,sunny,93,47.24,26.694,60,62.94,18.45
TR000506,ZS EV,54,Eco,rural,sunny,93,40.99,8.668,75,70.67,59.11
TR000507,Atto 3,112,Aggressive,coastal,light_rain,53,63.99,26.052,50,45.09,0.0
TR000508,Model 3,108,Normal,city,cloudy,161,28.44,17.401,75,87.0,63.8
TR000509,Model 3,245,Normal,coastal,heavy_rain,249,41.96,40.889,75,98.64,44.12
TR000510,Atto 3,96,Normal,coastal,heavy_rain,83,23.16,17.984,40,43.41,0.0
TR000511,Leaf,197,Eco,rural,heavy_rain,397,33.27,29.821,40,73.64,0.0
TR000512,ZS EV,50,Aggressive,coastal,heavy_rain,46,55.88,12.56,50,85.03,59.91
TR000513,ZS EV,116,Normal,city,sunny,108,35.99,22.526,50,63.25,18.2
TR000514,Model 3,107,Normal,rural,cloudy,59,63.19,16.349,50,87.32,54.62
TR000515,Model 3,144,Normal,highway,heavy_rain,135,52.95,22.332,75,82.81,53.03
TR000516,Atto 3,122,Eco,rural,cloudy,72,51.61,18.311,50,54.21,17.59
TR000517,Atto 3,91,Aggressive,coastal,cloudy,60,34.75,21.019,60,76.91,41.88
TR000518,ZS EV,318,Normal,rural,sunny,321,47.19,59.485,60,62.07,0.0
TR000519,Model 3,239,Aggressive,city,cloudy,375,50.88,49.092,50,61.46,0.0
TR000520,ZS EV,96,Normal,coastal,sunny,56,26.01,17.28,60,82.62,53.82
TR000521,Leaf,133,Normal,coastal,sunny,138,38.82,21.306,50,87.27,44.66
TR000522,ZS EV,276,Normal,rural,light_rain,133,52.3,51.539,60,73.05,0.0
TR000523,Atto 3,136,Normal,rural,cloudy,132,26.15,23.496,75,56.65,25.32
TR000524,Atto 3,137,Normal,coastal,cloudy,144,36.02,24.799,75,83.98,50.91
TR000525,Atto 3,95,Normal,rural,sunny,141,51.71,15.921,50,66.87,35.03
TR000526,Leaf,51,Aggressive,highway,sunny,27,56.94,9.807,75,60.12,47.04
TR000527,ZS EV,98,Aggressive,highway,light_rain,56,46.69,23.227,60,73.82,35.11
TR000528,ZS EV,118,Normal,rural,sunny,85,45.26,21.928,40,63.93,9.11
TR000529,Atto 3,145,Normal,city,cloudy,126,36.55,26.658,40,89.28,22.63
TR000530,Leaf,53,Aggressive,rural,sunny,25,42.8,11.126,40,84.98,57.16
TR000531,Model 3,161,Normal,coastal,light_rain,143,53.58,25.585,60,91.32,48.68
TR000532,Leaf,345,Normal,highway,sunny,166,26.4,51.866,60,77.34,0.0
TR000533,Atto 3,159,Normal,city,cloudy,64,51.91,28.815,75,73.04,34.62
TR000534,Model 3,129,Aggressive,coastal,cloudy,92,35.37,27.123,60,67.08,21.87
TR000535,Atto 3,275,Aggressive,city,cloudy,87,29.74,63.346,75,41.65,0.0
TR000536,Leaf,174,Aggressive,highway,heavy_rain,33,38.12,38.302,60,65.16,1.32
TR000537,Leaf,125,Aggressive,highway,sunny,80,61.61,24.752,75,43.92,10.92
TR000538,Atto 3,171,Aggressive,rural,sunny,138,42.34,37.575,50,47.82,0.0
TR000539,Leaf,89,Normal,coastal,light_rain,69,36.92,14.334,50,50.82,22.15
TR000540,Model 3,59,Aggressive,city,monsoon,29,54.08,13.529,75,40.43,22.39
TR000541,Model 3,323,Aggressive,highway,cloudy,93,43.04,61.738,40,80.37,0.0
TR000542,Leaf,254,Normal,highway,heavy_rain,167,62.15,42.076,50,60.05,0.0
TR000543,ZS EV,213,Normal,coastal,monsoon,120,43.44,43.605,50,61.27,0.0
TR000544,ZS EV,127,Normal,coastal,sunny,90,47.55,23.164,40,98.32,40.41
TR000545,Model 3,64,Normal,highway,sunny,68,56.0,8.918,60,77.7,62.84
TR000546,ZS EV,234,Normal,city,sunny,207,46.78,45.815,75,48.52,0.0
TR000547,Atto 3,54,Aggressive,coastal,light_rain,163,38.4,13.114,75,47.72,30.23
TR000548,Model 3,50,Normal,city,heavy_rain,33,46.19,8.593,60,97.46,83.14
TR000549,Model 3,66,Aggressive,city,heavy_rain,41,39.85,15.395,50,54.69,23.9
TR000550,ZS EV,58,Normal,city,sunny,40,45.12,11.062,60,60.05,41.61
TR000551,Model 3,52,Aggressive,city,light_rain,43,67.34,11.024,60,41.33,22.96
TR000552,Atto 3,408,Eco,city,sunny,171,47.23,64.789,60,96.62,0.0
TR000553,Leaf,125,Normal,coastal,monsoon,75,51.99,22.401,40,59.28,3.28
TR000554,Leaf,201,Normal,rural,sunny,166,31.75,32.253,40,89.83,9.2
TR000555,Atto 3,65,Normal,rural,sunny,28,59.29,10.768,40,69.42,42.5
TR000556,Atto 3,111,Normal,rural,heavy_rain,117,33.8,21.11,40,82.02,29.24
TR000557,ZS EV,202,Eco,highway,sunny,171,66.6,31.473,75,43.79,1.83
TR000558,ZS EV,148,Aggressive,coastal,heavy_rain,53,45.19,37.074,40,86.23,0.0
TR000559,Atto 3,245,Normal,rural,heavy_rain,334,28.32,44.523,75,88.11,28.75
TR000560,ZS EV,270,Aggressive,rural,light_rain,210,42.67,65.99,75,90.48,2.49
TR000561,Leaf,67,Aggressive,highway,sunny,41,39.7,13.074,60,64.35,42.56
TR000562,ZS EV,51,Normal,highway,cloudy,71,50.27,9.015,75,62.42,50.4
TR000563,Leaf,213,Aggressive,city,heavy_rain,179,47.16,50.429,75,41.42,0.0
TR000564,Model 3,57,Aggressive,highway,sunny,311,54.8,11.214,60,82.65,63.96
TR000565,Model 3,55,Normal,highway,light_rain,61,65.45,8.627,75,98.16,86.66
TR000566,Atto 3,50,Eco,highway,heavy_rain,74,42.2,7.872,60,85.32,72.2
TR000567,Model 3,96,Normal,city,cloudy,66,38.48,15.219,60,97.8,72.43
TR000568,Atto 3,292,Aggressive,rural,heavy_rain,166,62.65,67.519,40,55.16,0.0
TR000569,Atto 3,280,Normal,city,sunny,273,40.35,50.826,75,76.96,9.19
TR000570,Atto 3,59,Aggressive,city,monsoon,91,58.14,15.695,40,96.67,57.43
TR000571,Model 3,230,Normal,rural,heavy_rain,148,55.39,37.524,75,93.81,43.78
TR000572,Atto 3,93,Aggressive,highway,cloudy,76,51.61,19.992,40,40.68,0.0
TR000573,Atto 3,180,Normal,coastal,sunny,116,45.91,30.78,50,48.81,0.0
TR000574,Leaf,62,Normal,rural,sunny,66,39.82,10.356,75,81.26,67.45
TR000575,Leaf,69,Eco,city,monsoon,78,29.41,12.149,40,79.92,49.55
TR000576,Leaf,86,Normal,rural,light_rain,37,42.57,14.249,40,50.83,15.21
TR000577,Model 3,363,Aggressive,city,cloudy,432,54.02,73.243,40,85.56,0.0
TR000578,Model 3,191,Normal,highway,sunny,223,56.02,27.261,50,58.37,3.85
TR000579,Atto 3,161,Normal,city,sunny,152,45.7,28.45,60,98.03,50.61
TR000580,Leaf,384,Normal,highway,cloudy,73,60.13,58.777,50,59.85,0.0
TR000581,Atto 3,175,Normal,coastal,sunny,87,43.56,31.017,60,68.76,17.07
TR000582,Model 3,107,Normal,highway,light_rain,84,46.83,15.592,40,89.19,50.21
TR000583,Atto 3,144,Normal,city,sunny,131,53.19,26.806,75,89.31,53.57
TR000584,Atto 3,479,Aggressive,coastal,cloudy,73,36.17,107.228,60,90.03,0.0
TR000585,ZS EV,55,Normal,rural,sunny,87,48.31,9.887,40,78.27,53.55
TR000586,ZS EV,96,Normal,city,light_rain,60,24.0,18.357,50,59.62,22.91
TR000587,Atto 3,146,Aggressive,city,sunny,104,50.41,33.599,60,55.88,0.0
TR000588,ZS EV,66,Aggressive,highway,sunny,10,49.39,14.154,50,66.66,38.35
TR000589,Leaf,65,Aggressive,coastal,heavy_rain,29,40.95,14.998,60,53.61,28.61
TR000590,Model 3,80,Aggressive,highway,cloudy,29,48.72,15.053,75,86.88,66.81
TR000591,Leaf,64,Normal,rural,light_rain,44,44.45,10.581,50,80.39,59.23
TR000592,ZS EV,126,Eco,highway,sunny,131,42.21,20.157,60,61.38,27.78
TR000593,Leaf,86,Eco,coastal,cloudy,182,56.21,13.197,60,83.59,61.6
TR000594,ZS EV,57,Aggressive,highway,monsoon,39,42.97,14.278,75,91.22,72.18
TR000595,Atto 3,365,Normal,city,light_rain,305,42.53,68.286,60,61.9,0.0
TR000596,ZS EV,214,Normal,coastal,sunny,295,32.8,40.339,60,58.6,0.0
TR000597,Leaf,55,Aggressive,city,sunny,55,67.65,12.006,60,53.98,33.97
TR000598,Leaf,218,Eco,city,cloudy,220,37.8,32.81,50,52.61,0.0
TR000599,Atto 3,462,Normal,rural,heavy_rain,464,45.57,83.848,50,95.47,0.0
TR000600,ZS EV,106,Normal,rural,cloudy,121,48.76,19.413,40,47.18,0.0
TR000601,Model 3,346,Normal,rural,light_rain,221,56.15,53.181,75,53.46,0.0
TR000602,Leaf,204,Aggressive,highway,cloudy,194,32.01,40.362,75,62.59,8.77
TR000603,Atto 3,235,Normal,highway,monsoon,109,57.75,41.672,50,58.15,0.0
TR000604,ZS EV,366,Aggressive,coastal,cloudy,124,34.99,86.38,40,40.56,0.0
TR000605,Atto 3,235,Normal,rural,cloudy,199,37.2,39.153,50,49.5,0.0
TR000606,Leaf,122,Aggressive,city,light_rain,190,42.85,27.69,60,49.55,3.4
TR000607,ZS EV,221,Eco,coastal,monsoon,349,39.67,40.413,50,98.63,17.8
TR000608,Leaf,115,Normal,rural,sunny,223,41.89,18.848,50,55.62,17.92
TR000609,Model 3,71,Normal,rural,sunny,76,67.58,11.065,40,62.17,34.51
TR000610,Atto 3,160,Normal,city,cloudy,226,31.5,29.498,40,54.83,0.0
TR000611,Atto 3,97,Aggressive,coastal,sunny,39,52.28,21.399,60,76.31,40.64
TR000612,Atto 3,153,Normal,coastal,sunny,134,51.62,27.18,50,96.58,42.22
TR000613,ZS EV,239,Aggressive,highway,sunny,45,46.43,51.572,60,97.83,11.88
TR000614,Leaf,140,Normal,highway,sunny,56,36.28,20.799,60,45.98,11.31
TR000615,Atto 3,141,Normal,city,cloudy,105,39.06,25.585,60,87.74,45.1
TR000616,Atto 3,57,Normal,highway,sunny,42,60.59,9.088,50,66.72,48.54
TR000617,Leaf,62,Eco,city,sunny,138,46.48,9.435,40,65.81,42.22
